"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Royce WhiteTracy McGrady","2010-02-18","Tracy McGrady","Royce White","Knicks","3-team trade with Kings, Rockets","On 2010-02-18, Knicks make 3-team trade with Kings, Rockets for Tracy McGrady, and in exhchange give first round pick (from Knicks, protected top 5 in 2012-15, else 2015 and 2016 second round picks) (2012 #16-Royce White) to them.",TRUE,FALSE,"Knicks, Kings, Rockets"
"Kevin MartinSergio Rodriguez","2010-02-18","Sergio Rodriguez","Kevin Martin","Knicks","3-team trade with Kings, Rockets","On 2010-02-18, Knicks make 3-team trade with Kings, Rockets for Sergio Rodriguez, and in exhchange give Kevin Martin to them.",FALSE,FALSE,"Knicks, Kings, Rockets"
"Hilton ArmstrongSergio Rodriguez","2010-02-18","Sergio Rodriguez","Hilton Armstrong","Knicks","3-team trade with Kings, Rockets","On 2010-02-18, Knicks make 3-team trade with Kings, Rockets for Sergio Rodriguez, and in exhchange give Hilton Armstrong to them.",FALSE,FALSE,"Knicks, Kings, Rockets"
"Jordan HillSergio Rodriguez","2010-02-18","Sergio Rodriguez","Jordan Hill","Knicks","3-team trade with Kings, Rockets","On 2010-02-18, Knicks make 3-team trade with Kings, Rockets for Sergio Rodriguez, and in exhchange give Jordan Hill to them.",FALSE,FALSE,"Knicks, Kings, Rockets"
"Jared JeffriesSergio Rodriguez","2010-02-18","Sergio Rodriguez","Jared Jeffries","Knicks","3-team trade with Kings, Rockets","On 2010-02-18, Knicks make 3-team trade with Kings, Rockets for Sergio Rodriguez, and in exhchange give Jared Jeffries to them.",FALSE,FALSE,"Knicks, Kings, Rockets"
"Royce WhiteSergio Rodriguez","2010-02-18","Sergio Rodriguez","Royce White","Knicks","3-team trade with Kings, Rockets","On 2010-02-18, Knicks make 3-team trade with Kings, Rockets for Sergio Rodriguez, and in exhchange give first round pick (from Knicks, protected top 5 in 2012-15, else 2015 and 2016 second round picks) (2012 #16-Royce White) to them.",TRUE,FALSE,"Knicks, Kings, Rockets"
"Carl LandryJordan Hill","2010-02-18","Jordan Hill","Carl Landry","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for Jordan Hill, and in exhchange give Carl Landry to them.",FALSE,FALSE,"Rockets, Kings, Knicks"
"Joey DorseyJordan Hill","2010-02-18","Jordan Hill","Joey Dorsey","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for Jordan Hill, and in exhchange give Joey Dorsey to them.",FALSE,FALSE,"Rockets, Kings, Knicks"
"cashJordan Hill","2010-02-18","Jordan Hill","cash","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for Jordan Hill, and in exhchange give cash to them.",FALSE,FALSE,"Rockets, Kings, Knicks"
"Carl LandryJared Jeffries","2010-02-18","Jared Jeffries","Carl Landry","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for Jared Jeffries, and in exhchange give Carl Landry to them.",FALSE,FALSE,"Rockets, Kings, Knicks"
"Jared JeffriesJoey Dorsey","2010-02-18","Jared Jeffries","Joey Dorsey","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for Jared Jeffries, and in exhchange give Joey Dorsey to them.",FALSE,FALSE,"Rockets, Kings, Knicks"
"cashJared Jeffries","2010-02-18","Jared Jeffries","cash","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for Jared Jeffries, and in exhchange give cash to them.",FALSE,FALSE,"Rockets, Kings, Knicks"
"Carl LandryRoyce White","2010-02-18","Royce White","Carl Landry","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for first round pick (from Knicks, protected top 5 in 2012-15, else 2015 and 2016 second round picks) (2012 #16-Royce White), and in exhchange give Carl Landry to them.",TRUE,FALSE,"Rockets, Kings, Knicks"
"Joey DorseyRoyce White","2010-02-18","Royce White","Joey Dorsey","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for first round pick (from Knicks, protected top 5 in 2012-15, else 2015 and 2016 second round picks) (2012 #16-Royce White), and in exhchange give Joey Dorsey to them.",TRUE,FALSE,"Rockets, Kings, Knicks"
"cashRoyce White","2010-02-18","Royce White","cash","Rockets","3-team trade with Kings, Knicks","On 2010-02-18, Rockets make 3-team trade with Kings, Knicks for first round pick (from Knicks, protected top 5 in 2012-15, else 2015 and 2016 second round picks) (2012 #16-Royce White), and in exhchange give cash to them.",TRUE,FALSE,"Rockets, Kings, Knicks"
"Brian Cardinalfree agency","2010-02-18","free agency","Brian Cardinal","Knicks","waived","On 2010-02-18, Brian Cardinal becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"Brian Cookfree agency","2010-02-20","free agency","Brian Cook","Rockets","waived","On 2010-02-20, Brian Cook becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"free agencyMatt Harpring","2010-02-22","free agency","Matt Harpring","Thunder","waived","On 2010-02-22, Matt Harpring becomes a free agent from Thunder",FALSE,FALSE,"Thunder"
"Antonio Andersonfree agency","2010-02-22","Antonio Anderson","free agency","Thunder","signed free agent to a 10-day contract","On 2010-02-22, Antonio Anderson is signed free agent to a 10-day contract by Thunder",FALSE,FALSE,"Thunder"
"free agencyLarry Hughes","2010-02-23","free agency","Larry Hughes","Kings","waived","On 2010-02-23, Larry Hughes becomes a free agent from Kings",FALSE,FALSE,"Kings"
"free agencyVon Wafer","2010-02-24","Von Wafer","free agency","Mavericks","signed free agent to a 10-day contract","On 2010-02-24, Von Wafer is signed free agent to a 10-day contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyZydrunas Ilgauskas","2010-02-25","free agency","Zydrunas Ilgauskas","Wizards","waived (reached buyout agreement)","On 2010-02-25, Zydrunas Ilgauskas becomes a free agent from Wizards",FALSE,FALSE,"Wizards"
"free agencyShaun Livingston","2010-02-26","Shaun Livingston","free agency","Wizards","signed free agent to a 10-day contract","On 2010-02-26, Shaun Livingston is signed free agent to a 10-day contract by Wizards",FALSE,FALSE,"Wizards"
"free agencyTravis Diener","2010-03-01","free agency","Travis Diener","Pacers","waived","On 2010-03-01, Travis Diener becomes a free agent from Pacers",FALSE,FALSE,"Pacers"
"free agencyMichael Finley","2010-03-01","free agency","Michael Finley","Spurs","waived","On 2010-03-01, Michael Finley becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"free agencyMark Blount","2010-03-01","free agency","Mark Blount","Timberwolves","waived","On 2010-03-01, Mark Blount becomes a free agent from Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyMike James (Lamont)","2010-03-01","free agency","Mike James (Lamont)","Wizards","waived (reached buyout agreement)","On 2010-03-01, Mike James (Lamont) becomes a free agent from Wizards",FALSE,FALSE,"Wizards"
"free agencyReggie Williams","2010-03-02","Reggie Williams","free agency","Warriors","signed free agent to a 10-day contract","On 2010-03-02, Reggie Williams is signed free agent to a 10-day contract by Warriors",FALSE,FALSE,"Warriors"
"free agencyLindsey Hunter","2010-03-03","free agency","Lindsey Hunter","Bulls","waived","On 2010-03-03, Lindsey Hunter becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
"Alonzo Geefree agency","2010-03-07","Alonzo Gee","free agency","Wizards","signed free agent to a 10-day contract","On 2010-03-07, Alonzo Gee is signed free agent to a 10-day contract by Wizards",FALSE,FALSE,"Wizards"
"free agencyMustafa Shakur","2010-03-16","Mustafa Shakur","free agency","Thunder","signed free agent to a 10-day contract","On 2010-03-16, Mustafa Shakur is signed free agent to a 10-day contract by Thunder",FALSE,FALSE,"Thunder"
"free agencyKenny Hasbrouck","2010-03-16","Kenny Hasbrouck","free agency","Heat","signed free agent to a 10-day contract","On 2010-03-16, Kenny Hasbrouck is signed free agent to a 10-day contract by Heat",FALSE,FALSE,"Heat"
"Alando Tuckerfree agency","2010-03-22","free agency","Alando Tucker","Timberwolves","waived","On 2010-03-22, Alando Tucker becomes a free agent from Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyRaja Bell","2010-03-22","free agency","Raja Bell","Warriors","waived","On 2010-03-22, Raja Bell becomes a free agent from Warriors",FALSE,FALSE,"Warriors"
"Darnell Jacksonfree agency","2010-03-23","free agency","Darnell Jackson","Cavaliers","waived","On 2010-03-23, Darnell Jackson becomes a free agent from Cavaliers",FALSE,FALSE,"Cavaliers"
"Curtis Jerrellsfree agency","2010-03-24","Curtis Jerrells","free agency","Spurs","signed free agent for the remainder of the season","On 2010-03-24, Curtis Jerrells is signed free agent for the remainder of the season by Spurs",FALSE,FALSE,"Spurs"
"Alade Aminufree agency","2010-03-27","Alade Aminu","free agency","Heat","signed free agent to a 10-day contract","On 2010-03-27, Alade Aminu is signed free agent to a 10-day contract by Heat",FALSE,FALSE,"Heat"
"free agencyJoey Dorsey","2010-03-29","free agency","Joey Dorsey","Kings","waived","On 2010-03-29, Joey Dorsey becomes a free agent from Kings",FALSE,FALSE,"Kings"
"Earl Barronfree agency","2010-04-02","Earl Barron","free agency","Knicks","signed free agent to a 10-day contract","On 2010-04-02, Earl Barron is signed free agent to a 10-day contract by Knicks",FALSE,FALSE,"Knicks"
"Cuttino Mobleyfree agency","2010-04-05","free agency","Cuttino Mobley","Knicks","waived","On 2010-04-05, Cuttino Mobley becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"Dwayne Jonesfree agency","2010-04-05","Dwayne Jones","free agency","Suns","signed free agent to a 10-day contract (NBA) / for the remainder of the season (CBC CBS)","On 2010-04-05, Dwayne Jones is signed free agent to a 10-day contract (NBA) / for the remainder of the season (CBC CBS) by Suns",FALSE,FALSE,"Suns"
"free agencyJerome James","2010-04-09","free agency","Jerome James","Bulls","waived","On 2010-04-09, Jerome James becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
"free agencyMarcus Landry","2010-04-09","free agency","Marcus Landry","Celtics","waived","On 2010-04-09, Marcus Landry becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyHilton Armstrong","2010-04-09","free agency","Hilton Armstrong","Rockets","waived","On 2010-04-09, Hilton Armstrong becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"Alexander Johnsonfree agency","2010-04-09","Alexander Johnson","free agency","Rockets","signed free agent for the remainder of the season","On 2010-04-09, Alexander Johnson is signed free agent for the remainder of the season by Rockets",FALSE,FALSE,"Rockets"
"free agencyRob Kurz","2010-04-09","Rob Kurz","free agency","Bulls","signed free agent for the remainder of the season","On 2010-04-09, Rob Kurz is signed free agent for the remainder of the season by Bulls",FALSE,FALSE,"Bulls"
"Brian Butchfree agency","2010-04-11","Brian Butch","free agency","Nuggets","signed free agent for the remainder of the season","On 2010-04-11, Brian Butch is signed free agent for the remainder of the season by Nuggets",FALSE,FALSE,"Nuggets"
"free agencyOliver Lafayette","2010-04-13","Oliver Lafayette","free agency","Celtics","signed free agent for the remainder of the season","On 2010-04-13, Oliver Lafayette is signed free agent for the remainder of the season by Celtics",FALSE,FALSE,"Celtics"
"free agencyTony Gaffney","2010-04-13","Tony Gaffney","free agency","Celtics","signed free agent for the remainder of the season","On 2010-04-13, Tony Gaffney is signed free agent for the remainder of the season by Celtics",FALSE,FALSE,"Celtics"
"free agencyGreg Stiemsma","2010-04-13","Greg Stiemsma","free agency","Timberwolves","signed free agent for the remainder of the season","On 2010-04-13, Greg Stiemsma is signed free agent for the remainder of the season by Timberwolves",FALSE,FALSE,"Timberwolves"
"Andres NocioniSamuel Dalembert","2010-06-17","Andres Nocioni","Samuel Dalembert","76ers","trade with Kings","On 2010-06-17, 76ers make trade with Kings for Andres Nocioni, and in exhchange give Samuel Dalembert to them.",FALSE,FALSE,"76ers, Kings"
"Samuel DalembertSpencer Hawes","2010-06-17","Spencer Hawes","Samuel Dalembert","76ers","trade with Kings","On 2010-06-17, 76ers make trade with Kings for Spencer Hawes, and in exhchange give Samuel Dalembert to them.",FALSE,FALSE,"76ers, Kings"
"Armon JohnsonJerome Jordan","2010-06-21","Armon Johnson","Jerome Jordan","Blazers","trade with Warriors","On 2010-06-21, Blazers make trade with Warriors for 2010 second round pick (#34-Armon Johnson), and in exhchange give 2010 second round pick (#44-Jerome Jordan) to them.",TRUE,FALSE,"Blazers, Warriors"
"Armon Johnsoncash","2010-06-21","Armon Johnson","cash","Blazers","trade with Warriors","On 2010-06-21, Blazers make trade with Warriors for 2010 second round pick (#34-Armon Johnson), and in exhchange give cash considerations to them.",TRUE,FALSE,"Blazers, Warriors"
"Charlie BellCorey Maggette","2010-06-22","Corey Maggette","Charlie Bell","Bucks","trade with Warriors","On 2010-06-22, Bucks make trade with Warriors for Corey Maggette, and in exhchange give Charlie Bell to them.",FALSE,FALSE,"Bucks, Warriors"
"Corey MaggetteDan Gadzuric","2010-06-22","Corey Maggette","Dan Gadzuric","Bucks","trade with Warriors","On 2010-06-22, Bucks make trade with Warriors for Corey Maggette, and in exhchange give Dan Gadzuric to them.",FALSE,FALSE,"Bucks, Warriors"
"Charlie BellJerome Jordan","2010-06-22","Jerome Jordan","Charlie Bell","Bucks","trade with Warriors","On 2010-06-22, Bucks make trade with Warriors for 2010 second round pick (#44-Jerome Jordan), and in exhchange give Charlie Bell to them.",TRUE,FALSE,"Bucks, Warriors"
"Dan GadzuricJerome Jordan","2010-06-22","Jerome Jordan","Dan Gadzuric","Bucks","trade with Warriors","On 2010-06-22, Bucks make trade with Warriors for 2010 second round pick (#44-Jerome Jordan), and in exhchange give Dan Gadzuric to them.",TRUE,FALSE,"Bucks, Warriors"
"Daequan CookDexter Pittman","2010-06-23","Dexter Pittman","Daequan Cook","Heat","trade with Thunder","On 2010-06-23, Heat make trade with Thunder for 2010 second round pick (#32-Dexter Pittman), and in exhchange give Daequan Cook to them.",TRUE,FALSE,"Heat, Thunder"
"Dexter PittmanEric Bledsoe","2010-06-23","Dexter Pittman","Eric Bledsoe","Heat","trade with Thunder","On 2010-06-23, Heat make trade with Thunder for 2010 second round pick (#32-Dexter Pittman), and in exhchange give 2010 first round pick (#18-Eric Bledsoe) to them.",TRUE,FALSE,"Heat, Thunder"
"Chris Douglas-RobertsRobert Sacre","2010-06-23","Chris Douglas-Roberts","Robert Sacre","Bucks","trade with Nets","On 2010-06-23, Bucks make trade with Nets for Chris Douglas-Roberts, and in exhchange give 2012 second round pick (#60-Robert Sacre) to them.",TRUE,FALSE,"Bucks, Nets"
"Magnum RolleRyan Reid","2010-06-24","Magnum Rolle","Ryan Reid","Pacers","trade with Thunder","On 2010-06-24, Pacers make trade with Thunder for rights to Magnum Rolle, and in exhchange give rights to Ryan Reid to them.",FALSE,TRUE,"Pacers, Thunder"
"cashMagnum Rolle","2010-06-24","Magnum Rolle","cash","Pacers","trade with Thunder","On 2010-06-24, Pacers make trade with Thunder for rights to Magnum Rolle, and in exhchange give cash considerations to them.",FALSE,TRUE,"Pacers, Thunder"
"Martell WebsterRyan Gomes","2010-06-24","Ryan Gomes","Martell Webster","Blazers","trade with Timberwolves","On 2010-06-24, Blazers make trade with Timberwolves for Ryan Gomes, and in exhchange give Martell Webster to them.",FALSE,FALSE,"Blazers, Timberwolves"
"Luke BabbittMartell Webster","2010-06-24","Luke Babbitt","Martell Webster","Blazers","trade with Timberwolves","On 2010-06-24, Blazers make trade with Timberwolves for rights to Luke Babbitt, and in exhchange give Martell Webster to them.",FALSE,TRUE,"Blazers, Timberwolves"
"Eric BledsoeFab Melo","2010-06-24","Eric Bledsoe","Fab Melo","Clippers","trade with Thunder","On 2010-06-24, Clippers make trade with Thunder for rights to Eric Bledsoe, and in exhchange give first round pick (protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo) to them.",TRUE,TRUE,"Clippers, Thunder"
"cashDominique Jones","2010-06-24","cash","Dominique Jones","Grizzlies","trade with Mavericks","On 2010-06-24, Grizzlies make trade with Mavericks for $3M cash, and in exhchange give rights to Dominique Jones to them.",FALSE,TRUE,"Grizzlies, Mavericks"
"Damion JamesJordan Crawford","2010-06-24","Jordan Crawford","Damion James","Hawks","3-team trade with Nets, Thunder","On 2010-06-24, Hawks make 3-team trade with Nets, Thunder for rights to Jordan Crawford, and in exhchange give rights to Damion James to them.",FALSE,TRUE,"Hawks, Nets, Thunder"
"cashDamion James","2010-06-24","cash","Damion James","Hawks","3-team trade with Nets, Thunder","On 2010-06-24, Hawks make 3-team trade with Nets, Thunder for cash considerations, and in exhchange give rights to Damion James to them.",FALSE,TRUE,"Hawks, Nets, Thunder"
"Latavious WilliamsMilan Macvan","2010-06-24","Milan Macvan","Latavious Williams","Heat","trade with Thunder","On 2010-06-24, Heat make trade with Thunder for second round pick (protected top 40 in 2011, top 40 in 2012, unprotected in 2013) (2011 #54-Milan Macvan), and in exhchange give rights to Latavious Williams to them.",TRUE,TRUE,"Heat, Thunder"
