"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyGabe York","2018-09-05","Gabe York","free agency","Magic","signed free agent","On 2018-09-05, Gabe York is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyJosh Huestis","2018-09-06","Josh Huestis","free agency","Spurs","signed unrestricted free agent","On 2018-09-06, Josh Huestis is signed unrestricted free agent by Spurs",FALSE,FALSE,NA
"Chris Chiozzafree agency","2018-09-07","Chris Chiozza","free agency","Wizards","signed free agent","On 2018-09-07, Chris Chiozza is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"David Nwabafree agency","2018-09-08","David Nwaba","free agency","Cavaliers","signed unrestricted free agent to a 1-year, $1.5M contract","On 2018-09-08, David Nwaba is signed unrestricted free agent to a 1-year, $1.5M contract by Cavaliers",FALSE,FALSE,NA
"Desi Rodriguezfree agency","2018-09-08","Desi Rodriguez","free agency","Clippers","signed free agent","On 2018-09-08, Desi Rodriguez is signed free agent by Clippers",FALSE,FALSE,"Clippers"
"free agencyJordan McRae","2018-09-10","Jordan McRae","free agency","Wizards","signed free agent to a two way contract","On 2018-09-10, Jordan McRae is signed free agent to a two way contract by Wizards",FALSE,FALSE,"Wizards"
"free agencyTiwian Kendley","2018-09-10","Tiwian Kendley","free agency","Wizards","signed free agent","On 2018-09-10, Tiwian Kendley is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyIsaac Hamilton","2018-09-10","Isaac Hamilton","free agency","Cavaliers","signed free agent","On 2018-09-10, Isaac Hamilton is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyScoochie Smith","2018-09-10","Scoochie Smith","free agency","Cavaliers","signed free agent","On 2018-09-10, Scoochie Smith is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyJaCorey Williams","2018-09-13","JaCorey Williams","free agency","Cavaliers","signed free agent","On 2018-09-13, JaCorey Williams is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Bonzie Colsonfree agency","2018-09-14","Bonzie Colson","free agency","Cavaliers","signed free agent","On 2018-09-14, Bonzie Colson is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyLevi Randolph","2018-09-14","Levi Randolph","free agency","Cavaliers","signed free agent","On 2018-09-14, Levi Randolph is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Deng Adelfree agency","2018-09-14","Deng Adel","free agency","Raptors","signed free agent","On 2018-09-14, Deng Adel is signed free agent by Raptors",FALSE,FALSE,"Raptors"
"free agencyRobert Johnson (b","2018-09-17","Robert Johnson (b","free agency","Bucks","signed free agent","On 2018-09-17, Robert Johnson (b) is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyJaKarr Sampson","2018-09-17","JaKarr Sampson","free agency","Bulls","signed unrestricted free agent","On 2018-09-17, JaKarr Sampson is signed unrestricted free agent by Bulls",FALSE,FALSE,NA
"free agencyKaiser Gates","2018-09-17","Kaiser Gates","free agency","Bulls","signed free agent","On 2018-09-17, Kaiser Gates is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"Drew Eubanksfree agency","2018-09-17","Drew Eubanks","free agency","Spurs","signed free agent to a two way contract","On 2018-09-17, Drew Eubanks is signed free agent to a two way contract by Spurs",FALSE,FALSE,"Spurs"
"Amida Brimahfree agency","2018-09-17","Amida Brimah","free agency","Spurs","signed free agent","On 2018-09-17, Amida Brimah is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyJulian Washburn","2018-09-17","Julian Washburn","free agency","Spurs","signed free agent","On 2018-09-17, Julian Washburn is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyIke Nwamu","2018-09-18","Ike Nwamu","free agency","Bucks","signed free agent","On 2018-09-18, Ike Nwamu is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyLavoy Allen","2018-09-18","Lavoy Allen","free agency","Wizards","signed unrestricted free agent","On 2018-09-18, Lavoy Allen is signed unrestricted free agent by Wizards",FALSE,FALSE,NA
"free agencyJarrett Jack","2018-09-19","Jarrett Jack","free agency","Pelicans","signed unrestricted free agent to a 1-year, $2.4M contract","On 2018-09-19, Jarrett Jack is signed unrestricted free agent to a 1-year, $2.4M contract by Pelicans",FALSE,FALSE,NA
"Chasson Randlefree agency","2018-09-19","Chasson Randle","free agency","Wizards","signed free agent","On 2018-09-19, Chasson Randle is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"Christian Woodfree agency","2018-09-21","Christian Wood","free agency","Bucks","signed unrestricted free agent","On 2018-09-21, Christian Wood is signed unrestricted free agent by Bucks",FALSE,FALSE,NA
"Donald Sloanfree agency","2018-09-21","Donald Sloan","free agency","Nuggets","signed free agent","On 2018-09-21, Donald Sloan is signed free agent by Nuggets",FALSE,FALSE,"Nuggets"
"free agencyJaron Blossomgame","2018-09-21","Jaron Blossomgame","free agency","Spurs","signed free agent","On 2018-09-21, Jaron Blossomgame is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyTim Frazier","2018-09-22","Tim Frazier","free agency","Bucks","signed unrestricted free agent","On 2018-09-22, Tim Frazier is signed unrestricted free agent by Bucks",FALSE,FALSE,NA
"Deyonta Davisfree agency","2018-09-22","free agency","Deyonta Davis","Kings","waived","On 2018-09-22, Deyonta Davis becomes a free agent from Kings",FALSE,FALSE,NA
"free agencyScottie Lindsey","2018-09-22","Scottie Lindsey","free agency","Pistons","signed free agent","On 2018-09-22, Scottie Lindsey is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyOlivier Hanlan","2018-09-23","free agency","Olivier Hanlan","Spurs","waived","On 2018-09-23, Olivier Hanlan becomes a free agent from Spurs",FALSE,FALSE,NA
"Abdul Gaddyfree agency","2018-09-23","Abdul Gaddy","free agency","Thunder","signed free agent","On 2018-09-23, Abdul Gaddy is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"Bryce Alfordfree agency","2018-09-23","Bryce Alford","free agency","Thunder","signed free agent","On 2018-09-23, Bryce Alford is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyK.J. McDaniels","2018-09-23","K.J. McDaniels","free agency","Thunder","signed free agent","On 2018-09-23, K.J. McDaniels is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyRichard Solomon","2018-09-23","Richard Solomon","free agency","Thunder","signed free agent","On 2018-09-23, Richard Solomon is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyIsmaila Kane","2018-09-24","Ismaila Kane","free agency","Grizzlies","signed free agent","On 2018-09-24, Ismaila Kane is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"Chris McCulloughfree agency","2018-09-24","Chris McCullough","free agency","Pistons","signed unrestricted free agent","On 2018-09-24, Chris McCullough is signed unrestricted free agent by Pistons",FALSE,FALSE,NA
"free agencyNick Johnson","2018-09-24","Nick Johnson","free agency","Spurs","signed free agent","On 2018-09-24, Nick Johnson is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"Darius Johnson-Odomfree agency","2018-09-24","Darius Johnson-Odom","free agency","Timberwolves","signed free agent","On 2018-09-24, Darius Johnson-Odom is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJonathan Stark","2018-09-24","Jonathan Stark","free agency","Timberwolves","signed free agent","On 2018-09-24, Jonathan Stark is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"Cameron Reynolds / Cam Reynoldsfree agency","2018-09-25","Cameron Reynolds / Cam Reynolds","free agency","Kings","signed free agent","On 2018-09-25, Cameron Reynolds / Cam Reynolds is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyTyrius Walker","2018-09-25","Tyrius Walker","free agency","Knicks","signed free agent","On 2018-09-25, Tyrius Walker is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyNuni Omot","2018-09-25","Nuni Omot","free agency","Nets","signed free agent","On 2018-09-25, Nuni Omot is signed free agent by Nets",FALSE,FALSE,"Nets"
"Darrun Hilliardfree agency","2018-09-25","free agency","Darrun Hilliard","Spurs","waived","On 2018-09-25, Darrun Hilliard becomes a free agent from Spurs",FALSE,FALSE,NA
"Devon Hallfree agency","2018-09-25","free agency","Devon Hall","Thunder","waived","On 2018-09-25, Devon Hall becomes a free agent from Thunder",FALSE,FALSE,NA
"free agencyKevin Hervey","2018-09-25","free agency","Kevin Hervey","Thunder","waived","On 2018-09-25, Kevin Hervey becomes a free agent from Thunder",FALSE,FALSE,NA
"Brandon Austinfree agency","2018-09-26","Brandon Austin","free agency","Kings","signed free agent","On 2018-09-26, Brandon Austin is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyKalin Lucas","2018-09-27","Kalin Lucas","free agency","Kings","signed free agent","On 2018-09-27, Kalin Lucas is signed free agent by Kings",FALSE,FALSE,"Kings"
"Devin Davisfree agency","2018-09-28","Devin Davis","free agency","Magic","signed free agent","On 2018-09-28, Devin Davis is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyMarcus Georges-Hunt","2018-10-01","Marcus Georges-Hunt","free agency","Celtics","signed unrestricted free agent","On 2018-10-01, Marcus Georges-Hunt is signed unrestricted free agent by Celtics",FALSE,FALSE,NA
"free agencyTaren Sullivan","2018-10-01","Taren Sullivan","free agency","Kings","signed free agent","On 2018-10-01, Taren Sullivan is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyJohn Jenkins","2018-10-02","John Jenkins","free agency","Knicks","signed free agent","On 2018-10-02, John Jenkins is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyPhillip Carr / Phil Carr","2018-10-02","Phillip Carr / Phil Carr","free agency","Knicks","signed free agent","On 2018-10-02, Phillip Carr / Phil Carr is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyIsaiah Cousins","2018-10-03","Isaiah Cousins","free agency","Jazz","signed free agent","On 2018-10-03, Isaiah Cousins is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"free agencyGabe Vincent","2018-10-03","Gabe Vincent","free agency","Kings","signed free agent","On 2018-10-03, Gabe Vincent is signed free agent by Kings",FALSE,FALSE,"Kings"
"Billy Garrettfree agency","2018-10-04","Billy Garrett","free agency","Knicks","signed free agent","On 2018-10-04, Billy Garrett is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyPaul Watson","2018-10-05","Paul Watson","free agency","Knicks","signed free agent","On 2018-10-05, Paul Watson is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"Charles Cookefree agency","2018-10-07","Charles Cooke","free agency","Heat","signed unrestricted free agent","On 2018-10-07, Charles Cooke is signed unrestricted free agent by Heat",FALSE,FALSE,NA
"free agencyJeff Coby","2018-10-07","Jeff Coby","free agency","Knicks","signed free agent","On 2018-10-07, Jeff Coby is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"D.J. Stephensfree agency","2018-10-08","D.J. Stephens","free agency","Grizzlies","signed free agent to a two way contract","On 2018-10-08, D.J. Stephens is signed free agent to a two way contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyIsaac Humphries","2018-10-08","Isaac Humphries","free agency","Hawks","signed free agent","On 2018-10-08, Isaac Humphries is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"Donte Ingramfree agency","2018-10-08","Donte Ingram","free agency","Mavericks","signed free agent","On 2018-10-08, Donte Ingram is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyWill Cherry","2018-10-08","Will Cherry","free agency","Warriors","signed free agent","On 2018-10-08, Will Cherry is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"C.J. Andersonfree agency","2018-10-09","C.J. Anderson","free agency","Hawks","signed free agent","On 2018-10-09, C.J. Anderson is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"Brandon Sampsonfree agency","2018-10-09","Brandon Sampson","free agency","Rockets","signed free agent","On 2018-10-09, Brandon Sampson is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"D.J. Hoggfree agency","2018-10-10","D.J. Hogg","free agency","76ers","signed free agent","On 2018-10-10, D.J. Hogg is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyMatt Farrell","2018-10-10","Matt Farrell","free agency","76ers","signed free agent","On 2018-10-10, Matt Farrell is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyJohn Petrucelli","2018-10-10","John Petrucelli","free agency","Magic","signed free agent","On 2018-10-10, John Petrucelli is signed free agent by Magic",FALSE,FALSE,"Magic"
"Angel Rodriguezfree agency","2018-10-10","Angel Rodriguez","free agency","Rockets","signed free agent","On 2018-10-10, Angel Rodriguez is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"Dez Wellsfree agency","2018-10-10","Dez Wells","free agency","Thunder","signed free agent","On 2018-10-10, Dez Wells is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyRaphiael Putney","2018-10-11","Raphiael Putney","free agency","Heat","signed free agent","On 2018-10-11, Raphiael Putney is signed free agent by Heat",FALSE,FALSE,"Heat"
"Cory Jeffersonfree agency","2018-10-12","Cory Jefferson","free agency","76ers","signed free agent","On 2018-10-12, Cory Jefferson is signed free agent by 76ers",FALSE,FALSE,"76ers"
"Darin Johnsonfree agency","2018-10-12","Darin Johnson","free agency","76ers","signed free agent","On 2018-10-12, Darin Johnson is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyScott Machado","2018-10-12","Scott Machado","free agency","Lakers","signed free agent","On 2018-10-12, Scott Machado is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"Drew Gordonfree agency","2018-10-12","Drew Gordon","free agency","Nets","signed free agent","On 2018-10-12, Drew Gordon is signed free agent by Nets",FALSE,FALSE,"Nets"
"free agencyShannon Scott","2018-10-12","Shannon Scott","free agency","Nets","signed free agent","On 2018-10-12, Shannon Scott is signed free agent by Nets",FALSE,FALSE,"Nets"
"free agencyTahjere McCall","2018-10-12","Tahjere McCall","free agency","Nets","signed free agent","On 2018-10-12, Tahjere McCall is signed free agent by Nets",FALSE,FALSE,"Nets"
"free agencyTim Bond","2018-10-12","Tim Bond","free agency","Rockets","signed free agent","On 2018-10-12, Tim Bond is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyJaleel Cousins","2018-10-12","Jaleel Cousins","free agency","Warriors","signed free agent","On 2018-10-12, Jaleel Cousins is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyWilliam Lee","2018-10-12","William Lee","free agency","Timberwolves","signed free agent","On 2018-10-12, William Lee is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"Alessandro Gentilefree agency","2018-10-12","free agency","Alessandro Gentile","Rockets","waived","On 2018-10-12, Alessandro Gentile becomes a free agent from Rockets",FALSE,FALSE,NA
"free agencyTyler Zeller","2018-10-13","free agency","Tyler Zeller","Bucks","waived","On 2018-10-13, Tyler Zeller becomes a free agent from Bucks",FALSE,FALSE,NA
"free agencyJoakim Noah","2018-10-13","free agency","Joakim Noah","Knicks","waived","On 2018-10-13, Joakim Noah becomes a free agent from Knicks",FALSE,FALSE,NA
"free agencyStephaun Branch / Steph Branch","2018-10-13","Stephaun Branch / Steph Branch","free agency","Jazz","signed free agent","On 2018-10-13, Stephaun Branch / Steph Branch is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"Demetrius Denzel-Dysonfree agency","2018-10-13","Demetrius Denzel-Dyson","free agency","Pacers","signed free agent","On 2018-10-13, Demetrius Denzel-Dyson is signed free agent by Pacers",FALSE,FALSE,"Pacers"
"Canyon Barryfree agency","2018-10-13","Canyon Barry","free agency","Timberwolves","signed free agent","On 2018-10-13, Canyon Barry is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyOleksandr Kobets","2018-10-13","Oleksandr Kobets","free agency","Wizards","signed free agent","On 2018-10-13, Oleksandr Kobets is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyMalcolm Miller","2018-10-14","free agency","Malcolm Miller","Raptors","waived","On 2018-10-14, Malcolm Miller becomes a free agent from Raptors",FALSE,FALSE,NA
"free agencyJawun Evans","2018-10-15","free agency","Jawun Evans","Clippers","waived","On 2018-10-15, Jawun Evans becomes a free agent from Clippers",FALSE,FALSE,NA
"Darrell Arthurfree agency","2018-10-15","free agency","Darrell Arthur","Suns","waived","On 2018-10-15, Darrell Arthur becomes a free agent from Suns",FALSE,FALSE,NA
"Alexis Ajinca / Alex AjincaWesley Johnson / Wes Johnson","2018-10-15","Alexis Ajinca / Alex Ajinca","Wesley Johnson / Wes Johnson","Clippers","trade with Pelicans","On 2018-10-15, Clippers make trade with Pelicans for Alexis Ajinca / Alex Ajinca, and in exhchange give Wesley Johnson / Wes Johnson to them.",FALSE,FALSE,"Clippers, Pelicans"
"Alexis Ajinca / Alex Ajincafree agency","2018-10-15","free agency","Alexis Ajinca / Alex Ajinca","Clippers","waived","On 2018-10-15, Alexis Ajinca / Alex Ajinca becomes a free agent from Clippers",FALSE,FALSE,NA
"Davon Reedfree agency","2018-10-16","free agency","Davon Reed","Suns","waived","On 2018-10-16, Davon Reed becomes a free agent from Suns",FALSE,FALSE,NA
"free agencyJamal Crawford","2018-10-16","Jamal Crawford","free agency","Suns","signed unrestricted free agent to a 1-year, $2.3M contract","On 2018-10-16, Jamal Crawford is signed unrestricted free agent to a 1-year, $2.3M contract by Suns",FALSE,FALSE,NA
"free agencyOmer Asik","2018-10-21","free agency","Omer Asik","Bulls","waived","On 2018-10-21, Omer Asik becomes a free agent from Bulls",FALSE,FALSE,NA
"Andrew Harrisonfree agency","2018-11-01","free agency","Andrew Harrison","Grizzlies","waived","On 2018-11-01, Andrew Harrison becomes a free agent from Grizzlies",FALSE,FALSE,NA
"free agencyTyson Chandler","2018-11-04","free agency","Tyson Chandler","Suns","waived (agreed to contract buyout)","On 2018-11-04, Tyson Chandler becomes a free agent from Suns",FALSE,FALSE,NA
"free agencyJohn Holland","2018-11-09","free agency","John Holland","Cavaliers","waived","On 2018-11-09, John Holland becomes a free agent from Cavaliers",FALSE,FALSE,NA
"Jimmy ButlerRobert Covington","2018-11-12","Jimmy Butler","Robert Covington","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Jimmy Butler, and in exhchange give Robert Covington to them.",FALSE,FALSE,"76ers, Timberwolves"
"Dario SaricJimmy Butler","2018-11-12","Jimmy Butler","Dario Saric","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Jimmy Butler, and in exhchange give Dario Saric to them.",FALSE,FALSE,"76ers, Timberwolves"
"Jerryd BaylessJimmy Butler","2018-11-12","Jimmy Butler","Jerryd Bayless","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Jimmy Butler, and in exhchange give Jerryd Bayless to them.",FALSE,FALSE,"76ers, Timberwolves"
"Justin PattonRobert Covington","2018-11-12","Justin Patton","Robert Covington","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Justin Patton, and in exhchange give Robert Covington to them.",FALSE,FALSE,"76ers, Timberwolves"
"Dario SaricJustin Patton","2018-11-12","Justin Patton","Dario Saric","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Justin Patton, and in exhchange give Dario Saric to them.",FALSE,FALSE,"76ers, Timberwolves"
"Jerryd BaylessJustin Patton","2018-11-12","Justin Patton","Jerryd Bayless","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Justin Patton, and in exhchange give Jerryd Bayless to them.",FALSE,FALSE,"76ers, Timberwolves"
"free agencyJodie Meeks","2018-11-25","free agency","Jodie Meeks","Bucks","waived","On 2018-11-25, Jodie Meeks becomes a free agent from Bucks",FALSE,FALSE,NA
"Alec BurksKyle Korver","2018-11-29","Alec Burks","Kyle Korver","Cavaliers","trade with Jazz","On 2018-11-29, Cavaliers make trade with Jazz for Alec Burks, and in exhchange give Kyle Korver to them.",FALSE,FALSE,"Cavaliers, Jazz"
"George HillMatthew Dellavedova / Matt Dellavedova","2018-12-07","George Hill","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for George Hill, and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",FALSE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for George Hill, and in exhchange give Matthew Dellavedova / Matt Dellavedova to them."
"George HillJohn Henson","2018-12-07","George Hill","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for George Hill, and in exhchange give John Henson to them.",FALSE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for George Hill, and in exhchange give John Henson to them."
"Jason SmithMatthew Dellavedova / Matt Dellavedova","2018-12-07","Jason Smith","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for Jason Smith, and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",FALSE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for Jason Smith, and in exhchange give Matthew Dellavedova / Matt Dellavedova to them."
"Jason SmithJohn Henson","2018-12-07","Jason Smith","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for Jason Smith, and in exhchange give John Henson to them.",FALSE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for Jason Smith, and in exhchange give John Henson to them."
"Matthew Dellavedova / Matt Dellavedovamodification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","2018-12-07","modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected), and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",TRUE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected), and in exhchange give Matthew Dellavedova / Matt Dellavedova to them."
"John Hensonmodification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","2018-12-07","modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected), and in exhchange give John Henson to them.",TRUE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected), and in exhchange give John Henson to them."
"cashMatthew Dellavedova / Matt Dellavedova","2018-12-07","cash","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for cash (from Wizards), and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",FALSE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for cash (from Wizards), and in exhchange give Matthew Dellavedova / Matt Dellavedova to them."
"cashJohn Henson","2018-12-07","cash","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for cash (from Wizards), and in exhchange give John Henson to them.",FALSE,FALSE,"On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for cash (from Wizards), and in exhchange give John Henson to them."
"Matthew Dellavedova / Matt DellavedovaSam Dekker","2018-12-07","Matthew Dellavedova / Matt Dellavedova","Sam Dekker","Cavaliers","3-team trade with Bucks, Wizards","On 2018-12-07, Cavaliers make 3-team trade with Bucks, Wizards for Matthew Dellavedova / Matt Dellavedova, and in exhchange give Sam Dekker to them.",FALSE,FALSE,"On 2018-12-07, Cavaliers make 3-team trade with Bucks, Wizards for Matthew Dellavedova / Matt Dellavedova, and in exhchange give Sam Dekker to them."
"John HensonSam Dekker","2018-12-07","John Henson","Sam Dekker","Cavaliers","3-team trade with Bucks, Wizards","On 2018-12-07, Cavaliers make 3-team trade with Bucks, Wizards for John Henson, and in exhchange give Sam Dekker to them.",FALSE,FALSE,"On 2018-12-07, Cavaliers make 3-team trade with Bucks, Wizards for John Henson, and in exhchange give Sam Dekker to them."
"Jason SmithSam Dekker","2018-12-07","Sam Dekker","Jason Smith","Wizards","3-team trade with Bucks, Cavaliers","On 2018-12-07, Wizards make 3-team trade with Bucks, Cavaliers for Sam Dekker, and in exhchange give Jason Smith to them.",FALSE,FALSE,"On 2018-12-07, Wizards make 3-team trade with Bucks, Cavaliers for Sam Dekker, and in exhchange give Jason Smith to them."
"modification of protection on 2020 second round pick previously traded to Bucks (pick now unprotectedSam Dekker","2018-12-07","Sam Dekker","modification of protection on 2020 second round pick previously traded to Bucks (pick now unprotected","Wizards","3-team trade with Bucks, Cavaliers","On 2018-12-07, Wizards make 3-team trade with Bucks, Cavaliers for Sam Dekker, and in exhchange give modification of protection on 2020 second round pick previously traded to Bucks (pick now unprotected) to them.",TRUE,FALSE,"On 2018-12-07, Wizards make 3-team trade with Bucks, Cavaliers for Sam Dekker, and in exhchange give modification of protection on 2020 second round pick previously traded to Bucks (pick now unprotected) to them."
"cashSam Dekker","2018-12-07","Sam Dekker","cash","Wizards","3-team trade with Bucks, Cavaliers","On 2018-12-07, Wizards make 3-team trade with Bucks, Cavaliers for Sam Dekker, and in exhchange give cash to them.",FALSE,FALSE,"On 2018-12-07, Wizards make 3-team trade with Bucks, Cavaliers for Sam Dekker, and in exhchange give cash to them."
"free agencyNick Young","2018-12-10","Nick Young","free agency","Nuggets","signed unrestricted free agent","On 2018-12-10, Nick Young is signed unrestricted free agent by Nuggets",FALSE,FALSE,NA
"free agencyRon Baker","2018-12-13","free agency","Ron Baker","Knicks","waived","On 2018-12-13, Ron Baker becomes a free agent from Knicks",FALSE,FALSE,NA
"Kelly Oubre Jr.Trevor Ariza","2018-12-17","Kelly Oubre Jr.","Trevor Ariza","Suns","trade with Wizards","On 2018-12-17, Suns make trade with Wizards for Kelly Oubre Jr., and in exhchange give Trevor Ariza to them.",FALSE,FALSE,"Suns, Wizards"
"Austin RiversTrevor Ariza","2018-12-17","Austin Rivers","Trevor Ariza","Suns","trade with Wizards","On 2018-12-17, Suns make trade with Wizards for Austin Rivers, and in exhchange give Trevor Ariza to them.",FALSE,FALSE,"Suns, Wizards"
"free agencyZhou Qi / Qi Zhou","2018-12-17","free agency","Zhou Qi / Qi Zhou","Rockets","waived","On 2018-12-17, Zhou Qi / Qi Zhou becomes a free agent from Rockets",FALSE,FALSE,NA
"Austin Riversfree agency","2018-12-18","free agency","Austin Rivers","Suns","waived","On 2018-12-18, Austin Rivers becomes a free agent from Suns",FALSE,FALSE,NA
"free agencyPatrick McCaw","2018-12-31","Patrick McCaw","free agency","Cavaliers","signed restricted free agent to a 2-year contract (Warriors delclined to match Cavaliers offer sheet)","On 2018-12-31, Patrick McCaw is signed restricted free agent to a 2-year contract (Warriors delclined to match Cavaliers offer sheet) by Cavaliers",FALSE,FALSE,NA
"Cameron Paynefree agency","2019-01-03","free agency","Cameron Payne","Bulls","waived","On 2019-01-03, Cameron Payne becomes a free agent from Bulls",FALSE,FALSE,NA
"Justin HolidayMarShon Brooks","2019-01-03","MarShon Brooks","Justin Holiday","Bulls","trade with Grizzlies","On 2019-01-03, Bulls make trade with Grizzlies for MarShon Brooks, and in exhchange give Justin Holiday to them.",FALSE,FALSE,"Bulls, Grizzlies"
