"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyMike Young","2018-01-03","free agency","Mike Young","Wizards","waived","On 2018-01-03, Mike Young becomes a free agent from Wizards",FALSE,FALSE,NA
"free agencyJacob Pullen","2018-01-05","free agency","Jacob Pullen","76ers","waived","On 2018-01-05, Jacob Pullen becomes a free agent from 76ers",FALSE,FALSE,NA
"free agencyJames Young","2018-01-05","James Young","free agency","76ers","signed free agent to a two way contract","On 2018-01-05, James Young is signed free agent to a two way contract by 76ers",FALSE,FALSE,"76ers"
"Bobby Brownfree agency","2018-01-05","free agency","Bobby Brown","Rockets","waived","On 2018-01-05, Bobby Brown becomes a free agent from Rockets",FALSE,FALSE,NA
"free agencyJamil Wilson","2018-01-06","free agency","Jamil Wilson","Clippers","waived","On 2018-01-06, Jamil Wilson becomes a free agent from Clippers",FALSE,FALSE,NA
"free agencyTyrone Wallace","2018-01-06","Tyrone Wallace","free agency","Clippers","signed free agent","On 2018-01-06, Tyrone Wallace is signed free agent by Clippers",FALSE,FALSE,"Clippers"
"Andrew Bogutfree agency","2018-01-06","free agency","Andrew Bogut","Lakers","waived","On 2018-01-06, Andrew Bogut becomes a free agent from Lakers",FALSE,FALSE,NA
"Demetrius Jacksonfree agency","2018-01-06","free agency","Demetrius Jackson","Rockets","waived","On 2018-01-06, Demetrius Jackson becomes a free agent from Rockets",FALSE,FALSE,NA
"DeAndre Ligginsfree agency","2018-01-07","free agency","DeAndre Liggins","Bucks","waived","On 2018-01-07, DeAndre Liggins becomes a free agent from Bucks",FALSE,FALSE,NA
"free agencyJoel Bolomboy","2018-01-07","free agency","Joel Bolomboy","Bucks","waived","On 2018-01-07, Joel Bolomboy becomes a free agent from Bucks",FALSE,FALSE,NA
"free agencyXavier Munford","2018-01-07","Xavier Munford","free agency","Bucks","signed free agent to a two way contract","On 2018-01-07, Xavier Munford is signed free agent to a two way contract by Bucks",FALSE,FALSE,"Bucks"
"Damien Wilkinsfree agency","2018-01-07","free agency","Damien Wilkins","Pacers","waived","On 2018-01-07, Damien Wilkins becomes a free agent from Pacers",FALSE,FALSE,NA
"free agencyJalen Jones","2018-01-08","free agency","Jalen Jones","Pelicans","waived","On 2018-01-08, Jalen Jones becomes a free agent from Pelicans",FALSE,FALSE,NA
"free agencyKyle Collinsworth","2018-01-10","free agency","Kyle Collinsworth","Mavericks","waived","On 2018-01-10, Kyle Collinsworth becomes a free agent from Mavericks",FALSE,FALSE,NA
"free agencyVander Blue","2018-01-12","free agency","Vander Blue","Lakers","waived","On 2018-01-12, Vander Blue becomes a free agent from Lakers",FALSE,FALSE,NA
"Ben Moorefree agency","2018-01-12","Ben Moore","free agency","Pacers","signed free agent to a two way contract","On 2018-01-12, Ben Moore is signed free agent to a two way contract by Pacers",FALSE,FALSE,"Pacers"
"free agencyVincent Hunter / Vince Hunter","2018-01-13","free agency","Vincent Hunter / Vince Hunter","Grizzlies","waived","On 2018-01-13, Vincent Hunter / Vince Hunter becomes a free agent from Grizzlies",FALSE,FALSE,NA
"free agencyMyke Henry","2018-01-13","Myke Henry","free agency","Grizzlies","signed free agent to a two way contract","On 2018-01-13, Myke Henry is signed free agent to a two way contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyNazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","2018-01-13","free agency","Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","Jazz","waived","On 2018-01-13, Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long becomes a free agent from Jazz",FALSE,FALSE,NA
"free agencyRamon Sessions","2018-01-13","free agency","Ramon Sessions","Knicks","waived","On 2018-01-13, Ramon Sessions becomes a free agent from Knicks",FALSE,FALSE,NA
"free agencyGeorges Niang","2018-01-14","Georges Niang","free agency","Jazz","signed free agent to a two way contract","On 2018-01-14, Georges Niang is signed free agent to a two way contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyTrey Burke","2018-01-14","Trey Burke","free agency","Knicks","signed free agent to a $784K contract for the remainder of the season","On 2018-01-14, Trey Burke is signed free agent to a $784K contract for the remainder of the season by Knicks",FALSE,FALSE,"Knicks"
"free agencyMike James (Perry","2018-01-14","Mike James (Perry","free agency","Pelicans","signed free agent to a two way contract","On 2018-01-14, Mike James (Perry) is signed free agent to a two way contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyR.J. Hunter","2018-01-14","R.J. Hunter","free agency","Rockets","signed free agent to a two way contract","On 2018-01-14, R.J. Hunter is signed free agent to a two way contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyJames Michael McAdoo / James McAdoo (Michael","2018-01-15","free agency","James Michael McAdoo / James McAdoo (Michael","76ers","waived","On 2018-01-15, James Michael McAdoo / James McAdoo (Michael) becomes a free agent from 76ers",FALSE,FALSE,NA
"free agencyMarshall Plumlee","2018-01-15","Marshall Plumlee","free agency","Bucks","signed free agent to a two way contract","On 2018-01-15, Marshall Plumlee is signed free agent to a two way contract by Bucks",FALSE,FALSE,"Bucks"
"free agencyGary Payton II","2018-01-15","Gary Payton II","free agency","Lakers","signed free agent to a two way contract","On 2018-01-15, Gary Payton II is signed free agent to a two way contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyJacob Wiley / Jake Wiley","2018-01-15","free agency","Jacob Wiley / Jake Wiley","Nets","waived","On 2018-01-15, Jacob Wiley / Jake Wiley becomes a free agent from Nets",FALSE,FALSE,NA
"free agencyJames Webb III","2018-01-15","James Webb III","free agency","Nets","signed free agent to a two way contract","On 2018-01-15, James Webb III is signed free agent to a two way contract by Nets",FALSE,FALSE,"Nets"
"free agencyLuis Montero","2018-01-15","free agency","Luis Montero","Pistons","waived","On 2018-01-15, Luis Montero becomes a free agent from Pistons",FALSE,FALSE,NA
"free agencyKahlil Felder / Kay Felder","2018-01-15","Kahlil Felder / Kay Felder","free agency","Pistons","signed free agent to a two way contract","On 2018-01-15, Kahlil Felder / Kay Felder is signed free agent to a two way contract by Pistons",FALSE,FALSE,"Pistons"
"free agencyReggie Hearn","2018-01-15","Reggie Hearn","free agency","Pistons","signed free agent to a two way contract","On 2018-01-15, Reggie Hearn is signed free agent to a two way contract by Pistons",FALSE,FALSE,"Pistons"
"Briante Weberfree agency","2018-01-15","free agency","Briante Weber","Rockets","waived","On 2018-01-15, Briante Weber becomes a free agent from Rockets",FALSE,FALSE,NA
"free agencyMarkel Brown","2018-01-15","Markel Brown","free agency","Rockets","signed free agent to a two way contract","On 2018-01-15, Markel Brown is signed free agent to a two way contract by Rockets",FALSE,FALSE,"Rockets"
"Amile Jeffersonfree agency","2018-01-15","Amile Jefferson","free agency","Timberwolves","signed free agent to a two way contract","On 2018-01-15, Amile Jefferson is signed free agent to a two way contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"Andrew White IIIfree agency","2018-01-15","Andrew White III","free agency","Hawks","signed free agent to a two way contract","On 2018-01-15, Andrew White III is signed free agent to a two way contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyNigel Hayes","2018-01-19","Nigel Hayes","free agency","Lakers","signed free agent to a 10-day contract","On 2018-01-19, Nigel Hayes is signed free agent to a 10-day contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyJarell Eddie","2018-01-20","Jarell Eddie","free agency","Celtics","signed free agent to a 10-day contract","On 2018-01-20, Jarell Eddie is signed free agent to a 10-day contract by Celtics",FALSE,FALSE,"Celtics"
"free agencyLarry Drew II","2018-01-23","Larry Drew II","free agency","76ers","signed free agent to a 10-day contract","On 2018-01-23, Larry Drew II is signed free agent to a 10-day contract by 76ers",FALSE,FALSE,"76ers"
"Adreian Paynefree agency","2018-01-27","free agency","Adreian Payne","Magic","waived","On 2018-01-27, Adreian Payne becomes a free agent from Magic",FALSE,FALSE,NA
"Blake GriffinTobias Harris","2018-01-29","Tobias Harris","Blake Griffin","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Tobias Harris, and in exhchange give Blake Griffin to them.",FALSE,FALSE,"Clippers, Pistons"
"Brice JohnsonTobias Harris","2018-01-29","Tobias Harris","Brice Johnson","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Tobias Harris, and in exhchange give Brice Johnson to them.",FALSE,FALSE,"Clippers, Pistons"
"Tobias HarrisWillie Reed","2018-01-29","Tobias Harris","Willie Reed","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Tobias Harris, and in exhchange give Willie Reed to them.",FALSE,FALSE,"Clippers, Pistons"
"Avery BradleyBlake Griffin","2018-01-29","Avery Bradley","Blake Griffin","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Avery Bradley, and in exhchange give Blake Griffin to them.",FALSE,FALSE,"Clippers, Pistons"
"Avery BradleyBrice Johnson","2018-01-29","Avery Bradley","Brice Johnson","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Avery Bradley, and in exhchange give Brice Johnson to them.",FALSE,FALSE,"Clippers, Pistons"
"Avery BradleyWillie Reed","2018-01-29","Avery Bradley","Willie Reed","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Avery Bradley, and in exhchange give Willie Reed to them.",FALSE,FALSE,"Clippers, Pistons"
"Blake GriffinBoban Marjanovic","2018-01-29","Boban Marjanovic","Blake Griffin","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Boban Marjanovic, and in exhchange give Blake Griffin to them.",FALSE,FALSE,"Clippers, Pistons"
"Boban MarjanovicBrice Johnson","2018-01-29","Boban Marjanovic","Brice Johnson","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Boban Marjanovic, and in exhchange give Brice Johnson to them.",FALSE,FALSE,"Clippers, Pistons"
"Boban MarjanovicWillie Reed","2018-01-29","Boban Marjanovic","Willie Reed","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for Boban Marjanovic, and in exhchange give Willie Reed to them.",FALSE,FALSE,"Clippers, Pistons"
"Blake GriffinMiles Bridges","2018-01-29","Miles Bridges","Blake Griffin","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges), and in exhchange give Blake Griffin to them.",TRUE,FALSE,"Clippers, Pistons"
"Brice JohnsonMiles Bridges","2018-01-29","Miles Bridges","Brice Johnson","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges), and in exhchange give Brice Johnson to them.",TRUE,FALSE,"Clippers, Pistons"
"Miles BridgesWillie Reed","2018-01-29","Miles Bridges","Willie Reed","Clippers","trade with Pistons","On 2018-01-29, Clippers make trade with Pistons for first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges), and in exhchange give Willie Reed to them.",TRUE,FALSE,"Clippers, Pistons"
"free agencyQuincy Pondexter","2018-02-01","free agency","Quincy Pondexter","Bulls","waived","On 2018-02-01, Quincy Pondexter becomes a free agent from Bulls",FALSE,FALSE,NA
"free agencyGreg Monroe","2018-02-01","free agency","Greg Monroe","Suns","waived (team bought out contract)","On 2018-02-01, Greg Monroe becomes a free agent from Suns",FALSE,FALSE,NA
"Nikola MiroticOmer Asik","2018-02-01","Omer Asik","Nikola Mirotic","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for Omer Asik, and in exhchange give Nikola Mirotic to them.",FALSE,FALSE,"Bulls, Pelicans"
"Omer AsikTony Carr","2018-02-01","Omer Asik","Tony Carr","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for Omer Asik, and in exhchange give 2018 second round pick (#51-Tony Carr) to them.",TRUE,FALSE,"Bulls, Pelicans"
"Nikola MiroticTony Allen","2018-02-01","Tony Allen","Nikola Mirotic","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for Tony Allen, and in exhchange give Nikola Mirotic to them.",FALSE,FALSE,"Bulls, Pelicans"
"Tony AllenTony Carr","2018-02-01","Tony Allen","Tony Carr","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for Tony Allen, and in exhchange give 2018 second round pick (#51-Tony Carr) to them.",TRUE,FALSE,"Bulls, Pelicans"
"Jameer NelsonNikola Mirotic","2018-02-01","Jameer Nelson","Nikola Mirotic","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for Jameer Nelson, and in exhchange give Nikola Mirotic to them.",FALSE,FALSE,"Bulls, Pelicans"
"Jameer NelsonTony Carr","2018-02-01","Jameer Nelson","Tony Carr","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for Jameer Nelson, and in exhchange give 2018 second round pick (#51-Tony Carr) to them.",TRUE,FALSE,"Bulls, Pelicans"
"Chandler HutchisonNikola Mirotic","2018-02-01","Chandler Hutchison","Nikola Mirotic","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison), and in exhchange give Nikola Mirotic to them.",TRUE,FALSE,"Bulls, Pelicans"
"Chandler HutchisonTony Carr","2018-02-01","Chandler Hutchison","Tony Carr","Bulls","trade with Pelicans","On 2018-02-01, Bulls make trade with Pelicans for first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison), and in exhchange give 2018 second round pick (#51-Tony Carr) to them.",TRUE,FALSE,"Bulls, Pelicans"
"free agencyJoshia Gray / Josh Gray","2018-02-02","Joshia Gray / Josh Gray","free agency","Suns","signed free agent to a 10-day contract","On 2018-02-02, Joshia Gray / Josh Gray is signed free agent to a 10-day contract by Suns",FALSE,FALSE,"Suns"
"Emeka Okaforfree agency","2018-02-03","Emeka Okafor","free agency","Pelicans","signed free agent to a 10-day contract","On 2018-02-03, Emeka Okafor is signed free agent to a 10-day contract by Pelicans",FALSE,FALSE,"Pelicans"
"Rashad VaughnTyler Zeller","2018-02-05","Tyler Zeller","Rashad Vaughn","Bucks","trade with Nets","On 2018-02-05, Bucks make trade with Nets for Tyler Zeller, and in exhchange give Rashad Vaughn to them.",FALSE,FALSE,"Bucks, Nets"
"Hamidou DialloTyler Zeller","2018-02-05","Tyler Zeller","Hamidou Diallo","Bucks","trade with Nets","On 2018-02-05, Bucks make trade with Nets for Tyler Zeller, and in exhchange give second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo) to them.",TRUE,FALSE,"Bucks, Nets"
"Guillermo Hernangomez / Willy HernangomezJohnny O'Bryant III","2018-02-07","Guillermo Hernangomez / Willy Hernangomez","Johnny O'Bryant III","Hornets","trade with Knicks","On 2018-02-07, Hornets make trade with Knicks for Guillermo Hernangomez / Willy Hernangomez, and in exhchange give Johnny O'Bryant III to them.",FALSE,FALSE,"Hornets, Knicks"
"Milovan RakovicNoah Vonleh","2018-02-08","Milovan Rakovic","Noah Vonleh","Blazers","trade with Bulls","On 2018-02-08, Blazers make trade with Bulls for rights to Milovan Rakovic, and in exhchange give Noah Vonleh to them.",FALSE,TRUE,"Blazers, Bulls"
"cashMilovan Rakovic","2018-02-08","Milovan Rakovic","cash","Blazers","trade with Bulls","On 2018-02-08, Blazers make trade with Bulls for rights to Milovan Rakovic, and in exhchange give cash to them.",FALSE,TRUE,"Blazers, Bulls"
"Isaiah ThomasJordan Clarkson","2018-02-08","Jordan Clarkson","Isaiah Thomas","Cavaliers","trade with Lakers","On 2018-02-08, Cavaliers make trade with Lakers for Jordan Clarkson, and in exhchange give Isaiah Thomas to them.",FALSE,FALSE,"Cavaliers, Lakers"
"Channing FryeJordan Clarkson","2018-02-08","Jordan Clarkson","Channing Frye","Cavaliers","trade with Lakers","On 2018-02-08, Cavaliers make trade with Lakers for Jordan Clarkson, and in exhchange give Channing Frye to them.",FALSE,FALSE,"Cavaliers, Lakers"
"Jordan ClarksonMoritz Wagner / Moe Wagner","2018-02-08","Jordan Clarkson","Moritz Wagner / Moe Wagner","Cavaliers","trade with Lakers","On 2018-02-08, Cavaliers make trade with Lakers for Jordan Clarkson, and in exhchange give draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner) to them.",TRUE,FALSE,"Cavaliers, Lakers"
"Isaiah ThomasLarry Nance Jr.","2018-02-08","Larry Nance Jr.","Isaiah Thomas","Cavaliers","trade with Lakers","On 2018-02-08, Cavaliers make trade with Lakers for Larry Nance Jr., and in exhchange give Isaiah Thomas to them.",FALSE,FALSE,"Cavaliers, Lakers"
"Channing FryeLarry Nance Jr.","2018-02-08","Larry Nance Jr.","Channing Frye","Cavaliers","trade with Lakers","On 2018-02-08, Cavaliers make trade with Lakers for Larry Nance Jr., and in exhchange give Channing Frye to them.",FALSE,FALSE,"Cavaliers, Lakers"
"Larry Nance Jr.Moritz Wagner / Moe Wagner","2018-02-08","Larry Nance Jr.","Moritz Wagner / Moe Wagner","Cavaliers","trade with Lakers","On 2018-02-08, Cavaliers make trade with Lakers for Larry Nance Jr., and in exhchange give draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner) to them.",TRUE,FALSE,"Cavaliers, Lakers"
"free agencyGeorgios Papagiannis / Giorgios Papagiannis / George Papagiannis","2018-02-08","free agency","Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","Kings","waived","On 2018-02-08, Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis becomes a free agent from Kings",FALSE,FALSE,NA
"free agencyJohnny O'Bryant III","2018-02-08","free agency","Johnny O'Bryant III","Knicks","waived","On 2018-02-08, Johnny O'Bryant III becomes a free agent from Knicks",FALSE,FALSE,NA
"Elfrid PaytonJarred Vanderbilt","2018-02-08","Jarred Vanderbilt","Elfrid Payton","Magic","trade with Suns","On 2018-02-08, Magic make trade with Suns for 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt), and in exhchange give Elfrid Payton to them.",TRUE,FALSE,"Magic, Suns"
"Dante CunninghamRashad Vaughn","2018-02-08","Dante Cunningham","Rashad Vaughn","Nets","trade with Pelicans","On 2018-02-08, Nets make trade with Pelicans for Dante Cunningham, and in exhchange give Rashad Vaughn to them.",FALSE,FALSE,"Nets, Pelicans"
"Jameer NelsonWillie Reed","2018-02-08","Willie Reed","Jameer Nelson","Bulls","trade with Pistons","On 2018-02-08, Bulls make trade with Pistons for Willie Reed, and in exhchange give Jameer Nelson to them.",FALSE,FALSE,"Bulls, Pistons"
"Derrick RoseGeorge Hill","2018-02-08","George Hill","Derrick Rose","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give Derrick Rose to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give Derrick Rose to them."
"George HillJae Crowder","2018-02-08","George Hill","Jae Crowder","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give Jae Crowder to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give Jae Crowder to them."
"George HillIman Shumpert","2018-02-08","George Hill","Iman Shumpert","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give Iman Shumpert to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give Iman Shumpert to them."
"Dimitrios AgravanisGeorge Hill","2018-02-08","George Hill","Dimitrios Agravanis","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give rights to Dimitrios Agravanis to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give rights to Dimitrios Agravanis to them."
"cashGeorge Hill","2018-02-08","George Hill","cash","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give $2.1M cash to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for George Hill, and in exhchange give $2.1M cash to them."
"Derrick RoseRodney Hood","2018-02-08","Rodney Hood","Derrick Rose","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give Derrick Rose to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give Derrick Rose to them."
"Jae CrowderRodney Hood","2018-02-08","Rodney Hood","Jae Crowder","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give Jae Crowder to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give Jae Crowder to them."
"Iman ShumpertRodney Hood","2018-02-08","Rodney Hood","Iman Shumpert","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give Iman Shumpert to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give Iman Shumpert to them."
"Dimitrios AgravanisRodney Hood","2018-02-08","Rodney Hood","Dimitrios Agravanis","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give rights to Dimitrios Agravanis to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give rights to Dimitrios Agravanis to them."
"cashRodney Hood","2018-02-08","Rodney Hood","cash","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give $2.1M cash to them.",FALSE,FALSE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for Rodney Hood, and in exhchange give $2.1M cash to them."
"Arturas GudaitisDerrick Rose","2018-02-08","Arturas Gudaitis","Derrick Rose","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give Derrick Rose to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give Derrick Rose to them."
"Arturas GudaitisJae Crowder","2018-02-08","Arturas Gudaitis","Jae Crowder","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give Jae Crowder to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give Jae Crowder to them."
"Arturas GudaitisIman Shumpert","2018-02-08","Arturas Gudaitis","Iman Shumpert","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give Iman Shumpert to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give Iman Shumpert to them."
"Arturas GudaitisDimitrios Agravanis","2018-02-08","Arturas Gudaitis","Dimitrios Agravanis","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give rights to Dimitrios Agravanis to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give rights to Dimitrios Agravanis to them."
"Arturas Gudaitiscash","2018-02-08","Arturas Gudaitis","cash","Cavaliers","3-team trade with Jazz, Kings","On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give $2.1M cash to them.",FALSE,TRUE,"On 2018-02-08, Cavaliers make 3-team trade with Jazz, Kings for rights to Arturas Gudaitis, and in exhchange give $2.1M cash to them."
"Brice JohnsonJames Ennis","2018-02-08","Brice Johnson","James Ennis","Grizzlies","trade with Pistons","On 2018-02-08, Grizzlies make trade with Pistons for Brice Johnson, and in exhchange give James Ennis to them.",FALSE,FALSE,"Grizzlies, Pistons"
"Luke BabbittOkaro White","2018-02-08","Okaro White","Luke Babbitt","Hawks","trade with Heat","On 2018-02-08, Hawks make trade with Heat for Okaro White, and in exhchange give Luke Babbitt to them.",FALSE,FALSE,"Hawks, Heat"
"Derrick RoseJoe Johnson","2018-02-08","Derrick Rose","Joe Johnson","Jazz","3-team trade with Cavaliers, Kings","On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Derrick Rose, and in exhchange give Joe Johnson to them.",FALSE,FALSE,"On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Derrick Rose, and in exhchange give Joe Johnson to them."
"cashDerrick Rose","2018-02-08","Derrick Rose","cash","Jazz","3-team trade with Cavaliers, Kings","On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Derrick Rose, and in exhchange give $1.1M cash to them.",FALSE,FALSE,"On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Derrick Rose, and in exhchange give $1.1M cash to them."
"Jae CrowderJoe Johnson","2018-02-08","Jae Crowder","Joe Johnson","Jazz","3-team trade with Cavaliers, Kings","On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Jae Crowder, and in exhchange give Joe Johnson to them.",FALSE,FALSE,"On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Jae Crowder, and in exhchange give Joe Johnson to them."
"cashJae Crowder","2018-02-08","Jae Crowder","cash","Jazz","3-team trade with Cavaliers, Kings","On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Jae Crowder, and in exhchange give $1.1M cash to them.",FALSE,FALSE,"On 2018-02-08, Jazz make 3-team trade with Cavaliers, Kings for Jae Crowder, and in exhchange give $1.1M cash to them."
"Bruno CabocloMalachi Richardson","2018-02-08","Bruno Caboclo","Malachi Richardson","Kings","trade with Raptors","On 2018-02-08, Kings make trade with Raptors for Bruno Caboclo, and in exhchange give Malachi Richardson to them.",FALSE,FALSE,"Kings, Raptors"
"George HillJoe Johnson","2018-02-08","Joe Johnson","George Hill","Kings","3-team trade with Cavaliers, Jazz","On 2018-02-08, Kings make 3-team trade with Cavaliers, Jazz for Joe Johnson, and in exhchange give George Hill to them.",FALSE,FALSE,"On 2018-02-08, Kings make 3-team trade with Cavaliers, Jazz for Joe Johnson, and in exhchange give George Hill to them."
"Arturas GudaitisJoe Johnson","2018-02-08","Joe Johnson","Arturas Gudaitis","Kings","3-team trade with Cavaliers, Jazz","On 2018-02-08, Kings make 3-team trade with Cavaliers, Jazz for Joe Johnson, and in exhchange give rights to Arturas Gudaitis to them.",FALSE,TRUE,"On 2018-02-08, Kings make 3-team trade with Cavaliers, Jazz for Joe Johnson, and in exhchange give rights to Arturas Gudaitis to them."
