"Date","Team","Acquired","Relinquished","Notes","page_url"
"2016-07-09","Rockets","• Ryan Anderson","","signed unrestricted free agent to a 4-year, $80M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-09","Warriors","• David West","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Blazers","• Meyers Leonard","","re-signed restricted free agent to a 4-year, $41M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Celtics","","• Jared Sullinger","team rescinded qualifying offer, making player an unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Heat","• Derrick Williams","","signed unrestricted free agent to a 1-year, $5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Heat","• James Johnson","","signed unrestricted free agent to a 1-year, $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Heat","• Luke Babbitt","• 2018 second round pick (#51-Tony Carr)• cash","trade with Pelicans","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Heat","• Tyler Johnson","","re-signed restricted free agent to a 4-year, $50M contract (Heat matched Nets offer sneet)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Heat","• Udonis Haslem","","re-signed unrestricted free agent to a 1-year, $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Heat","• Wayne Ellington","","signed unrestricted free agent to a 2-year, $12M contract (second year is team option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Hornets","• Marvin Williams","","re-signed unrestricted free agent to a 4-year, $54M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Mavericks","• Harrison Barnes","","signed restricted free agent to a 4-year, $94M contract (Warriors declined to match Mavericks offer sheet) (NBA)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-10","Pelicans","• 2018 second round pick (#51-Tony Carr)• cash","• Luke Babbitt","trade with Heat","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-11","Grizzlies","","• Tony Wroten Jr.","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-11","Nets","• Justin Hamilton (b)","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8450"
"2016-07-11","Nuggets","• Malik Beasley","","signed first round pick to a 2-year, $3.3M contract with a 2-year, $4.5M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Pacers","• Georges Niang","","signed second round pick to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Timberwolves","• Ethan Casson","","hired as chief executive officer","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Warriors","• James Michael McAdoo / James McAdoo (Michael)","","re-signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Spurs","","• Boban Marjanovic","lost restricted free agent (declined to match Pistons offer sheet)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Spurs","","• Tim Duncan","retired","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Pistons","• Boban Marjanovic","","signed restricted free agent to a 3-year, $21M contract (Spurs declined to match Pistons offer sheet)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-11","Spurs","","• Tim Duncan","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","76ers","• Jerryd Bayless","","signed unrestricted free agent to a 3-year, $27M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","76ers","• Sergio Rodriguez","","signed free agent to a 1-year, $8M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Clippers","• Brice Johnson","","signed first round pick to a 2-year, $2.6M contract with a 2-year, $3.9M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Clippers","• Marreese Speights","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Grizzlies","• Andrew Harrison","","signed second round pick","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Grizzlies","• Deyonta Davis","","signed second round pick","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Hawks","","• Lamar Patterson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Hawks","• Dwight Howard","","signed unrestricted free agent to a 3-year, $70.5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Hawks","• Kris Humphries","","re-signed unrestricted free agent to a 1-year, $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Heat","• Derrick Williams","","signed unrestricted free agent to a 1-year, $5M contract (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Heat","• Stefan Jankovic","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Kings","• Malachi Richardson","","signed first round pick to a 2-year, $2.9M contract with a 2-year, $4.2M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Pelicans","","• Toney Douglas","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Timberwolves","• Cole Aldrich","","signed unrestricted free agent to a 3-year, $22M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Warriors","• Zaur Pachulia / Zaza Pachulia","","signed unrestricted free agent to a 1-year, $2.9M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Hornets","• Troy Daniels","","re-signed restricted free agent to a 3-year, $10M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Grizzlies","• Troy Daniels","• cash• traded player exception","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8475"
"2016-07-12","Hornets","• cash• traded player exception","• Troy Daniels","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Blazers","• Allen Crabbe","","re-signed restricted free agent to a 4-year, $75M / $79M (P) contract (4th year is player option) (Blazers matched Nets offer sheet)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Grizzlies","• James Ennis","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Heat","• Willie Reed","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Kings","• Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","","signed first round pick to a 2-year, $4.5M contract with a 2-year, $5.8M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Knicks","• Maurice Ndour / Maurice N'dour","","signed free agent to a 2-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Nets","• Greivis Vasquez","","signed unrestricted free agent to a 1-year, $5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Nets","• Luis Scola","","signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Nuggets","• Malik Beasley","","signed first round pick to a 2-year, $3.3M contract with a 2-year, $4.5M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Warriors","• Damian Jones","","signed first round pick to a 2-year, $2.4M contract with a 2-year, $3.6M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-13","Warriors","• James Michael McAdoo / James McAdoo (Michael)","","re-signed unrestricted free agent to a 1-year minimum contract (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Clippers","• Diamond Stone","","signed second round pick to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Grizzlies","• Mike Conley Jr.","","re-signed unrestricted free agent to a 5-year, $153M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Hawks","• DeAndre' Bembry / DeAndre Bembry","","signed first round pick to a 2-year, $3M contract with a 2-year, $4.3M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Hawks","• Jarrett Jack","","signed free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Hawks","• Malcolm Delaney","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Hawks","• Taurean Prince","","signed first round pick to a 2-year, $4.7M contract with a 2-year, $6M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Hornets","• Christian Wood","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Kings","• Lamar Patterson","","claimed off waivers (from Hawks)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Kings","• Skal Labissiere","","signed first round pick to a 2-year, $2.4M contract with a 2-year, $3.6M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Knicks","• Sasha Vujacic","","re-signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Mavericks","• Nicolas Brussino","","signed free agent to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Nets","• Anthony Bennett","","signed free agent to a 2-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Nets","• Caris LeVert","","signed first round pick to a 2-year, $3.2M contract with a 2-year, $4.3M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Nets","• Randy Foye","","signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8500"
"2016-07-14","Pistons","• Michael Gbinije","","signed second round pick to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Raptors","• DeMar DeRozan","","re-signed unrestricted free agent to a 5-year, $139M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Raptors","• Jared Sullinger","","signed unrestricted free agent to a 1-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Bryn Forbes","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Davis Bertans","","signed 2011 second round pick to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Dejounte Murray","","signed first round pick to a 2-year, $2.4M contract with a 2-year, $6M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Dewayne Dedmon","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Emanuel Ginobili / Manu Ginobili","","re-signed unrestricted free agent to a 1-year, $14M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Pau Gasol","","signed unrestricted free agent to a 2-year, $30M contract (second year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-14","Spurs","• Ryan Arcidiacono","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","76ers","• Dario Saric","","signed 2014 first round pick to a 2-year, $4.8M contract with a 2-year, $6M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","76ers","• Sasha Kaun• cash","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Bulls","• Dwyane Wade","","signed unrestricted free agent to a 2-year, $47M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Bulls","• Paul Zipser","","signed second round pick to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Cavaliers","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","• Sasha Kaun• cash","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Grizzlies","• Wade Baldwin IV","","signed first round pick to a 2-year, $3.7M contract with a 2-year, $5M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Hawks","• Kris Humphries","","re-signed unrestricted free agent to a 1-year, $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Hawks","• Matt Costello","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Heat","• Okaro White","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Kings","• Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","","signed first round pick to a 2-year, $4.5M contract with a 2-year, $5.8M team option (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Kings","• Malachi Richardson","","signed first round pick to a 2-year, $2.9M contract with a 2-year, $4.2M team option (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Mavericks","• Jonathan Gibson","","signed free agent to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Mavericks","• Seth Curry","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Pistons","• Andre Drummond","","re-signed restricted free agent to a 5-year, $130M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Warriors","• Damian Jones","","signed first round pick to a 2-year, $2.4M contract with a 2-year, $3.6M team option (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8525"
"2016-07-15","Clippers","• Roy Devyn Marble / Roy Marble (Devyn)• 2020 second round pick (?-?)","• C.J. Wilcox• cash","trade with Magic","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-15","Magic","• C.J. Wilcox• cash","• Roy Devyn Marble / Roy Marble (Devyn)• 2020 second round pick (?-?)","trade with Clippers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-15","Clippers","","• Roy Devyn Marble / Roy Marble (Devyn)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-16","Bulls","• Denzel Valentine","","signed first round pick to a 2-year, $4.3M contract with a 2-year, $5.7M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-16","Clippers","","• Branden Dawson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-16","Raptors","• Fred VanVleet","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-16","Warriors","• Anderson Varejao","","re-signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-17","76ers","","• Sasha Kaun","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-17","Spurs","• Emanuel Ginobili / Manu Ginobili","","re-signed unrestricted free agent to a 1-year, $14M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-18","Pistons","• Henry Ellenson","","signed first round pick to a 2-year, $3.5M contract with a 2-year, $4.7M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-18","Thunder","","• Dion Waiters","team rescinded qualifying offer, making player an unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
"2016-07-19","Clippers","• Brandon Bass","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=8550"
