"Date","Team","Acquired","Relinquished","Notes","page_url"
"2013-07-24","Jazz","• Ian Clark","","signed free agent to a 1-year contract with a 1-year team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4375"
"2013-07-24","Mavericks","• Ricky Ledo","","signed second round pick to a 4-year, $3.3M contract (years 3 and 4 are team options)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4375"
"2013-07-24","Thunder","• Derek Fisher","","re-signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4375"
"2013-07-24","Warriors","","• Dwayne Jones","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4375"
"2013-07-24","Warriors","","• Kevin Murphy","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4375"
"2013-07-24","Warriors","","• Scott Machado","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4375"
"2013-07-25","","","• Adam Morrison","retired","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Bucks","","• Gustavo Ayon","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Grizzlies","• Jamaal Franklin","","signed second round pick to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Knicks","• Kenyon Martin","","re-signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Magic","• Ronnie Price","","signed free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Mavericks","• Bernard James","","signed free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Raptors","• Bill Bayno","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Raptors","• Jama Mahlalela","","promoted to assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-25","Raptors","• Jesse Mermuys","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-26","Bobcats","• Gerald Henderson (b)","","re-signed restricted free agent to a 3-year, $18M contract (third year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-26","Bucks","• Miroslav Raduljica","","signed free agent to a 2-year contract with a 1-year team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-26","Lakers","• Elias Harris","","signed free agent to a 2-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-26","Nets","• Alan Anderson","","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-26","Nuggets","• Timofey Mozgov","","re-signed restricted free agent to a 3-year, $14M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-27","Bucks","• Gary Neal","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-27","Pacers","• Luis Scola","• Gerald Green (b)• Miles Plumlee• first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)","trade with Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-27","Suns","• Gerald Green (b)• Miles Plumlee• first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)","• Luis Scola","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-28","Hawks","• Gustavo Ayon","","claimed off waivers (from Bucks)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-28","Rockets","• Marcus Camby","","signed free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-29","76ers","• Chris Heck","","hired as chief revenue officer","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-29","Grizzlies","• Mike Miller","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-29","Lakers","• Johnny Davis","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-29","Lakers","• Kurt Rambis","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-29","Mavericks","• Shane Larkin","","signed first round pick to a 2-year, $3.1M contract with a 2-year, $4.3M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-29","Pelicans","• Jeff Withey","","signed second round pick to a multi-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4400"
"2013-07-30","Bucks","• Giannis Antetokounmpo","","signed first round pick to a 2-year, $3.6M contract with a 2-year, $5M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-30","Nuggets","","• Erick Green","signed with Montepaschi Siena (Italy)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-30","Raptors","• Austin Daye","","signed unrestricted free agent to a 2-year, $2M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-30","Bucks","• Brandon Jennings","","re-signed restricted free agent to a 3-year, $24M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-30","Bucks","• Brandon Knight• Khris Middleton• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","• Brandon Jennings","trade with Pistons","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-30","Pistons","• Brandon Jennings","• Brandon Knight• Khris Middleton• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-31","Bucks","• Nate Wolters","","signed second round pick to a multi-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-31","Mavericks","• Devin Harris","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-31","Thunder","• Mike Terpstra","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-31","Thunder","• Robert Pack","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-07-31","Wizards","• John Wall (a)","","re-signed to a 5-year, $80M contract extension","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Celtics","","• Colton Iverson","signed with Besiktas JK Istanbul (Turkey)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Celtics","","• Shavlik Randolph","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Hawks","","• DeShawn Stevenson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Hawks","","• Mike Muscala","signed with Blusens Monbus Obradoiro CAB (Spain)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Hawks","• Jim Thomas","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Kings","• Corliss Williamson","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Magic","","• Al Harrington","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-01","Rockets","• Francisco Garcia","","re-signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-03","Suns","","• Alex Oriakhi","signed with Limoges CSP (France)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-05","Heat","• John Vidalin","","hired as executive VP and chief revenue officer","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-05","Pistons","• Peyton Siva","","signed second round pick to a multi-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-06","Knicks","• Jeremy Tyler","","signed free agent to a 2-year contract / 1-year minimum contract (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-07","Blazers","• Maurice Williams / Mo Williams","","signed unrestricted free agent to a 2-year, $5.6M contract (second year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-07","Cavaliers","• Matthew Dellavedova / Matt Dellavedova","","signed free agent to a 2-year contract (date 09-12 per CBC, 09-13 per P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4425"
"2013-08-07","Heat","• Greg Oden","","signed free agent to a 1-year contract with a 1-year player option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-07","Mavericks","• DeJuan Blair","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-07","Thunder","• Ryan Gomes","","signed free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-08","Bobcats","• Jannero Pargo","","re-signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-08","Knicks","• Beno Udrih","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-09","Grizzlies","• Nick Calathes","","signed second round pick to a 2-year, $2M contract (date 08-20 per CBC CBS)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-09","Heat","","• James Ennis","signed by the Perth Wildcats (Australia)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-10","Pelicans","","• Pierre Jackson","signed with ASVEL Lyon-Villeurbanne (France)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-13","76ers","","• Justin Holiday","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-13","Wizards","• Al Harrington","","signed free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-14","76ers","• Brett Brown","","hired as head coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-14","Hawks","","• Lucas Nogueira","signed with Spanish team to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-14","Pacers","• Ronald Jones / Popeye Jones","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-14","Timberwolves","• Nikola Pekovic","","re-signed restricted free agent to a 5-year, $60M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-15","76ers","","• Aaron McKie","fired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-15","76ers","","• Jeff Capel","fired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-15","76ers","","• Michael Curry","fired as associate head coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-15","Celtics","• Donte Greene","• Fab Melo","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-15","Grizzlies","• Fab Melo","• Donte Greene","trade with Celtics","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-19","Blazers","• Dee Bost","","signed free agent to a multi-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-19","Bobcats","• Anthony Tolliver","","signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-20","Bucks","• Larry Sanders (b)","","re-signed to a 4-year, $44M contract extension","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-20","Cavaliers","• Anthony Bennett","","signed first round pick to a 2-year, $10.7M contract with a 2-year, $13.4M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-20","Cavaliers","• Carrick Felix","","signed second round pick to a 4-year, $3.3M contract (3 years guaranteed)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-20","Cavaliers","• Sergey Karasev","","signed first round pick to a 2-year, $2.9M contract with a 2-year, $4.1M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4450"
"2013-08-20","Jazz","• Justin Zanik","","hired as assistant general manager","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Celtics","• Jamie Young","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Celtics","• Jay Larranaga","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Celtics","• Micah Shrewsberry","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Celtics","• Ron Adams","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Celtics","• Walter McCarty","","hired as assistant coach","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Kings","• Ryan Bowen","","hired as assistant coach and assistant director of player development","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Pelicans","• Arinze Onuaku","","signed to a 2-year, non-guaranteed contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Pelicans","• Lance Thomas","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-21","Pistons","• Josh Harrellson","","signed free agent to a 2-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-22","76ers","• Tony Wroten Jr.","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• trade exception","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-22","Grizzlies","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• trade exception","• Tony Wroten Jr.","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-23","Warriors","• Seth Curry","","signed free agent to a non-guaranteed contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-26","","","• Tracy McGrady","retired","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-26","Bulls","• Jennifer Swanson / Jen Swanson","","hired as director of sports performance","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-28","Clippers","• Antawn Jamison","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-28","Kings","• Trent Lockett","","signed free agent to a 2-year minimum contract (second year is team option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-28","Rockets","• Ronnie Brewer","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Bucks","• Caron Butler","• Ishmael Smith / Ish Smith• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","trade with Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Grizzlies","","• Fab Melo","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Kings","• Shareef Abdur-Rahim","","hired as NBADL GM","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Suns","• Alex Len","","signed first round pick to a 2-year, $7M contract with a 2-year, $8.8M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Suns","• Ishmael Smith / Ish Smith• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","• Caron Butler","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Warriors","• Drew Yoder","","hired as assistant athletic trainer","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
"2013-08-29","Warriors","• JoHan Wang","","promoted to athletic trainer","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=4475"
