"Date","Team","Acquired","Relinquished","Notes","page_url"
"2010-03-23","Timberwolves","• Brian Cardinal","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"2010-03-24","Rockets","• Mike Harris","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-24","Spurs","• Curtis Jerrells","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-25","Bucks","• Darnell Jackson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-25","Thunder","","• Mustafa Shakur","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-27","Heat","• Alade Aminu","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-28","Wizards","","• Alonzo Gee","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-29","Kings","","• Joey Dorsey","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-29","Spurs","• Alonzo Gee","","signed free agent for the remainder of the season with a team option for 2010-11","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-30","Wizards","• Cartier Martin","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-31","Wizards","• Cedric Jackson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-03-31","Thunder","• Mustafa Shakur","","signed free agent to a second 10-day contract (P) / for the remainder of the season (CBC CBS SN)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-02","Knicks","• Earl Barron","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-05","Knicks","","• Cuttino Mobley","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-05","Suns","• Dwayne Jones","","signed free agent to a 10-day contract (NBA) / for the remainder of the season (CBC CBS)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-06","Heat","","• Alade Aminu","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-06","Heat","• Shavlik Randolph","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-09","Bulls","","• Jerome James","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-09","Celtics","","• Marcus Landry","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-09","Rockets","","• Hilton Armstrong","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"2010-04-09","Rockets","• Alexander Johnson","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-04-09","Bulls","• Rob Kurz","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-04-11","Nuggets","• Brian Butch","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-04-11","Nuggets","• Coby Karl","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-04-13","Celtics","• Oliver Lafayette","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-04-13","Celtics","• Tony Gaffney","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-04-13","Timberwolves","• Greg Stiemsma","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"2010-06-17","76ers","• Andres Nocioni• Spencer Hawes","• Samuel Dalembert","trade with Kings","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"2010-06-17","Kings","• Samuel Dalembert","• Andres Nocioni• Spencer Hawes","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"2010-06-21","Blazers","• 2010 second round pick (#34-Armon Johnson)","• 2010 second round pick (#44-Jerome Jordan)• cash considerations","trade with Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"2010-06-21","Warriors","• 2010 second round pick (#44-Jerome Jordan)• cash considerations","• 2010 second round pick (#34-Armon Johnson)","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"2010-06-22","Bucks","• Corey Maggette• 2010 second round pick (#44-Jerome Jordan)","• Charlie Bell• Dan Gadzuric","trade with Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=225"
"2010-06-22","Warriors","• Charlie Bell• Dan Gadzuric","• Corey Maggette• 2010 second round pick (#44-Jerome Jordan)","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=225"
"2010-06-23","Heat","• 2010 second round pick (#32-Dexter Pittman)","• Daequan Cook• 2010 first round pick (#18-Eric Bledsoe)","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=225"
"2010-06-23","Thunder","• Daequan Cook• 2010 first round pick (#18-Eric Bledsoe)","• 2010 second round pick (#32-Dexter Pittman)","trade with Heat","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=225"
"2010-06-23","Bucks","• Chris Douglas-Roberts","• 2012 second round pick (#60-Robert Sacre)","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=225"
"2010-06-23","Nets","• 2012 second round pick (#60-Robert Sacre)","• Chris Douglas-Roberts","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=225"
"2010-06-24","Pacers","• rights to Magnum Rolle","• rights to Ryan Reid• cash considerations","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=275"
"2010-06-24","Thunder","• rights to Ryan Reid• cash considerations","• rights to Magnum Rolle","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=275"
"2010-06-24","Blazers","• Ryan Gomes• rights to Luke Babbitt","• Martell Webster","trade with Timberwolves","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=275"
"2010-06-24","Clippers","• rights to Eric Bledsoe","• first round pick (protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=275"
"2010-06-24","Grizzlies","• $3M cash","• rights to Dominique Jones","trade with Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=275"
"2010-06-24","Hawks","• rights to Jordan Crawford• cash considerations","• rights to Damion James","3-team trade with Nets, Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Heat","• second round pick (protected top 40 in 2011, top 40 in 2012, unprotected in 2013) (2011 #54-Milan Macvan)","• rights to Latavious Williams","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Mavericks","• 2013 second round pick (protected top 40 in 2013) (#41-Jamaal Franklin)• cash considerations","• rights to Solomon Alabi","trade with Raptors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Mavericks","• rights to Dominique Jones","• $3M cash","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Nets","• rights to Damion James","• rights to Jordan Crawford• rights to Tibur Pleiss","3-team trade with Hawks, Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Raptors","• rights to Solomon Alabi","• 2013 second round pick (protected top 40 in 2013) (#41-Jamaal Franklin)• cash considerations","trade with Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Thunder","• first round pick (protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","• rights to Eric Bledsoe","trade with Clippers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Thunder","• rights to Latavious Williams","• second round pick (protected top 40 in 2011, top 40 in 2012, unprotected in 2013) (2011 #54-Milan Macvan)","trade with Heat","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Thunder","• rights to Tibur Pleiss","• cash considerations","3-team trade with Hawks, Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Timberwolves","• Martell Webster","• Ryan Gomes• rights to Luke Babbitt","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Timberwolves","• rights to Lazar Hayward• rights to Nemanja Bjelica","• rights to Trevor Booker• rights to Hamady Ndiaye / Hamady N'Diaye","trade with Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-24","Wizards","• rights to Trevor Booker• rights to Hamady Ndiaye / Hamady N'Diaye","• rights to Lazar Hayward• rights to Nemanja Bjelica","trade with Timberwolves","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-28","Nets","","• Keyon Dooling","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-29","Blazers","","• Ryan Gomes","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-29","Heat","","• James Jones (b)","waived (reached buyout agreement)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=300"
"2010-06-29","Nets","• Quinton Ross","• Yi Jianlian / Jianlian Yi• $3M cash","trade with Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=325"
