"","Date","Team","Acquired","Relinquished","Notes"
"384","2010-07-13","Mavericks","• Tyson Chandler• Alexis Ajinca / Alex Ajinca","• Erick Dampier• Matt Carroll• Eduardo Najera• cash considerations","trade with Bobcats"
"385","2010-07-13","Timberwolves","• Kosta Koufos• first round pick (protected top 14 in 2011, top 12 in 2012, top 10 in 2013, top 9 in 2014-15, cash thereafter) (2011 #20-Donatas Motiejunas)• 2011 first round pick (protected top 16 in 2011, top 14 in 2012, top 12 in 2013)-- also if Jazz own 2014 first round is not within the top 9 picks then Timberwolves will have the option to swap their own 2014 first round pick with Jazz own 2014 first round pick-- also if Timberwolves do not receive a first round pick by the 2013 draft and also do not swap 2014 first round picks with Jazz then Timberwolves will receive Jazz own 2014 second round pick) (2012 #18-Terrence Jones)","• Al Jefferson","trade with Jazz"
"386","2010-07-13","Nets","• Anthony Morrow","• 2011 second round pick (top 55 protected) (not exercised)","trade with Warriors"
"387","2010-07-13","Warriors","• 2011 second round pick (top 55 protected) (not exercised)","• Anthony Morrow","trade with Nets"
"388","2010-07-14","Raptors","• Leandro Barbosa• Dwayne Jones","• Hidayet Turkoglu / Hedo Turkoglu","trade with Suns"
"389","2010-07-14","Suns","• Hidayet Turkoglu / Hedo Turkoglu","• Leandro Barbosa• Dwayne Jones","trade with Raptors"
"390","2010-07-19","Bucks","• Jon Brockman","• Darnell Jackson• 2011 second round pick (Bucks choice of Bucks or Bulls pick) (#60-Isaiah Thomas)","trade with Kings"
"391","2010-07-19","Kings","• Darnell Jackson• 2011 second round pick (Bucks choice of Bucks or Bulls pick) (#60-Isaiah Thomas)","• Jon Brockman","trade with Bucks"
"392","2010-07-22","Bulls","• C.J. Watson","• 2011 second round pick (less favorable of Jazz, Suns picks) (#44-Charles Jenkins)• traded player exception","trade with Warriors"
"393","2010-07-22","Warriors","• 2011 second round pick (less favorable of Jazz, Suns picks) (#44-Charles Jenkins)• traded player exception","• C.J. Watson","trade with Bulls"
"394","2010-07-26","Cavaliers","• Ramon Sessions• Ryan Hollins• 2013 second round pick (#39-Jeff Withey)","• Delonte West• Sebastian Telfair","trade with Timberwolves"
"395","2010-07-26","Timberwolves","• Delonte West• Sebastian Telfair","• Ramon Sessions• Ryan Hollins• 2013 second round pick (#39-Jeff Withey)","trade with Cavaliers"
"396","2010-07-28","Raptors","• David Andersen• $1M cash","• 2015 second round pick (protected top 50 and #56-60, else extinguished) (not exercised)","trade with Rockets"
"397","2010-07-28","Rockets","• 2015 second round pick (protected top 50 and #56-60, else extinguished) (not exercised)","• David Andersen• $1M cash","trade with Raptors"
"398","2010-08-11","Hornets","• Marco Belinelli","• Julian Wright","trade with Raptors"
"399","2010-08-11","Hornets","• Trevor Ariza","• Darren Collison• James Posey","4-team trade with Nets, Pacers, Rockets"
"400","2010-08-11","Nets","• Troy Murphy","• Courtney Lee","4-team trade with Hornets, Pacers, Rockets"
"401","2010-08-11","Pacers","• Darren Collison• James Posey","• Troy Murphy","4-team trade with Hornets, Nets, Rockets"
"402","2010-08-11","Raptors","• Julian Wright","• Marco Belinelli","trade with Hornets"
"403","2010-08-11","Rockets","• Courtney Lee","• Trevor Ariza","4-team trade with Hornets, Nets, Pacers"
"404","2010-09-23","76ers","• Craig Brackins• Darius Songaila• 2011 second round pick (#50-Lavoy Allen)","• Willie Green• Jason Smith• 2011 second round pick (#45-Josh Harrellson)","trade with Hornets"
"405","2010-09-23","Hornets","• Willie Green• Jason Smith• 2011 second round pick (#45-Josh Harrellson)","• Craig Brackins• Darius Songaila• 2011 second round pick (#50-Lavoy Allen)","trade with 76ers"
"406","2010-10-18","Hornets","• Curtis Jerrells","• 2014 second round pick (top 55 protected in 2014, else extinguished) (#58-Jordan McRae)","trade with Spurs"
"407","2010-10-18","Spurs","• 2014 second round pick (top 55 protected in 2014, else extinguished) (#58-Jordan McRae)","• Curtis Jerrells","trade with Hornets"
"408","2010-10-23","Blazers","• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 second round pick, 2016 second round pick) (2011 #19-Tobias Harris)","• Jerryd Bayless","trade with Hornets"
"409","2010-10-23","Hornets","• Jerryd Bayless","• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 second round pick, 2016 second round pick) (2011 #19-Tobias Harris)","trade with Blazers"
"410","2010-11-20","Hornets","• David Andersen• Marcus Banks• Jarrett Jack","• Jerryd Bayless• Predrag Stojakovic / Peja Stojakovic","trade with Raptors"
"411","2010-11-20","Raptors","• Jerryd Bayless• Predrag Stojakovic / Peja Stojakovic","• David Andersen• Marcus Banks• Jarrett Jack","trade with Hornets"
"412","2010-12-15","Kings","• Jermaine Taylor• cash","• 2011 second round pick (protected top 55 in 2011) (not exercised)","trade with Rockets"
"413","2010-12-15","Rockets","• 2011 second round pick (protected top 55 in 2011) (not exercised)","• Jermaine Taylor• cash","trade with Kings"
"414","2010-12-15","Lakers","• Joe Smith• rights to Sergei Lishouk / Sergei Lishchuk• 2011 second round pick (from Nets) (#41-Darius Morris)• 2012 second round pick or cash (from Nets) (Lakers option) (#60-Robert Sacre)","• Sasha Vujacic• first round pick (protected top 18 in 2011-16, unprotected in 2017) (2011 #27-JaJuan Johnson)","3-team trade with Nets, Rockets"
"415","2010-12-15","Nets","• Sasha Vujacic• first round pick (from Lakers, protected top 18 in 2011-16, unprotected in 2017) (2011 #27-JaJuan Johnson)• first round pick (from Rockets, protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)","• Joe Smith• Terrence Williams• 2011 second round pick (#41-Darius Morris)• 2012 second round pick or cash (Lakers option) (#60-Robert Sacre)","3-team trade with Lakers, Rockets"
"416","2010-12-15","Rockets","• Terrence Williams","• rights to Sergei Lishouk / Sergei Lishchuk• first round pick (protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)","3-team trade with Lakers, Nets"
"417","2010-12-18","Magic","• Gilbert Arenas• Jason Richardson• Hidayet Turkoglu / Hedo Turkoglu• Earl Clark","• Rashard Lewis• Vince Carter• Mickael Pietrus• Marcin Gortat• 2011 first round pick (#23-Nikola Mirotic)• cash","3-team trade with Suns, Wizards"
"418","2010-12-18","Suns","• Vince Carter• Mickael Pietrus• Marcin Gortat• 2011 first round pick (from Magic) (#23-Nikola Mirotic)• cash","• Jason Richardson• Hidayet Turkoglu / Hedo Turkoglu• Earl Clark","3-team trade with Magic, Wizards"
"419","2010-12-18","Wizards","• Rashard Lewis","• Gilbert Arenas","3-team trade with Magic, Suns"
"420","2011-01-24","Mavericks","• rights to Giorgos Printezis","• Alexis Ajinca / Alex Ajinca• 2013 second round pick (#41-Jamaal Franklin)• cash","trade with Raptors"
"421","2011-01-24","Raptors","• Alexis Ajinca / Alex Ajinca• 2013 second round pick (#41-Jamaal Franklin)• cash","• rights to Giorgos Printezis","trade with Mavericks"
"422","2011-02-22","Bulls","• 2011 first round pick (lottery protected in 2011, else cash) (#28-Norris Cole (a))","• James Johnson","trade with Raptors"
"423","2011-02-22","Raptors","• James Johnson","• 2011 first round pick (lottery protected in 2011, else cash) (#28-Norris Cole (a))","trade with Bulls"
"424","2011-02-22","Knicks","• Carmelo Anthony• Chauncey Billups• Renaldo Balkman• Anthony Carter• Shelden Williams• Corey Brewer• Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl)","• Wilson Chandler• Raymond Felton• Danilo Gallinari• Kosta Koufos• Timofey Mozgov• Eddy Curry• 2012 second round pick (#38-Quincy Miller)• 2013 second round pick (#51-Romero Osby)• 2014 first round pick (#12-Dario Saric)• Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray)• $3M cash","3-team trade with trade with Nuggets, Timberwolves"
"425","2011-02-22","Nuggets","• Wilson Chandler• Raymond Felton• Danilo Gallinari• Kosta Koufos• Timofey Mozgov• 2012 second round pick (from Knicks) (#38-Quincy Miller)• 2013 second round pick (from Knicks) (#51-Romero Osby)• 2014 first round pick (from Knicks) (#12-Dario Saric)• Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray)• $3M cash","• Carmelo Anthony• Chauncey Billups• Anthony Carter• Renaldo Balkman• Shelden Williams• 2015 second round pick (#37-Richaun Holmes)• Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl)","3-team trade with Knicks, Timberwolves"
"426","2011-02-22","Timberwolves","• Anthony Randolph• Eddy Curry• 2015 second round pick (from Nuggets) (#37-Richaun Holmes)• $3M cash (from Knicks)","• Corey Brewer• Kosta Koufos","3-team trade with Knicks, Nuggets"
"427","2011-02-23","Hawks","• Kirk Hinrich• Hilton Armstrong","• Mike Bibby• Jordan Crawford• Maurice Evans• 2011 first round pick (#18-Chris Singleton)","trade with Wizards"
"428","2011-02-23","Hornets","• Carl Landry","• Marcus Thornton (T.)• cash considerations","trade with Kings"
"429","2011-02-23","Jazz","• Devin Harris• Derrick Favors• 2011 first round pick (#3-Enes Kanter)• first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng)• cash considerations","• Deron Williams","trade with Nets"
"430","2011-02-23","Kings","• Marcus Thornton (T.)• cash considerations","• Carl Landry","trade with Hornets"
"431","2011-02-23","Nets","• Brandan Wright• Dan Gadzuric","• Troy Murphy• 2012 second round pick (#35-Draymond Green)","trade with Warriors"
"432","2011-02-23","Nets","• Deron Williams","• Devin Harris• Derrick Favors• 2011 first round pick (#3-Enes Kanter)• first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng)• cash considerations","trade with Jazz"
"433","2011-02-23","Warriors","• Troy Murphy• 2012 second round pick (#35-Draymond Green)","• Brandan Wright• Dan Gadzuric","trade with Nets"
"434","2011-02-23","Wizards","• Mike Bibby• Jordan Crawford• Maurice Evans• 2011 first round pick (#18-Chris Singleton)","• Kirk Hinrich• Hilton Armstrong","trade with Hawks"
"435","2011-02-24","Blazers","• Gerald Wallace","• Dante Cunningham• Joel Przybilla• Sean Marks• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 and 2016 second round picks) (2011 #19-Tobias Harris)• first round pick (protected top 12 in 2013-15, unprotected in 2016) (2014 #24-Shabazz Napier)• cash considerations","trade with Bobcats"
"436","2011-02-24","Bobcats","• D.J. White• Morris Peterson","• Nazr Mohammed","trade with Thunder"
"437","2011-02-24","Bobcats","• Dante Cunningham• Joel Przybilla• Sean Marks• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 and 2016 second round picks) (2011 #19-Tobias Harris)• first round pick (protected top 12 in 2013-15, unprotected in 2016) (2014 #24-Shabazz Napier)• cash considerations","• Gerald Wallace","trade with Blazers"
"438","2011-02-24","Cavaliers","• Baron Davis• 2011 first round pick (#1-Kyrie Irving)","• Maurice Williams / Mo Williams• Jamario Moon","trade with Clippers"
"439","2011-02-24","Cavaliers","• Luke Harangody• Semih Erden","• 2013 second round pick (#39-Jeff Withey)","trade with Celtics"
"440","2011-02-24","Celtics","• 2013 second round pick (#39-Jeff Withey)","• Luke Harangody• Semih Erden","trade with Cavaliers"
"441","2011-02-24","Celtics","• 2017 second round pick (protected top 55) (not exercised)","• Marquis Daniels• cash considerations","trade with Kings"
"442","2011-02-24","Celtics","• Jeff Green• Nenad Krstic• 2012 first round pick (less favorable of Clippers and Timberwolves pick in 2012, protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","• Kendrick Perkins• Nate Robinson","trade with Thunder"
"443","2011-02-24","Clippers","• Maurice Williams / Mo Williams• Jamario Moon","• Baron Davis• 2011 first round pick (#1-Kyrie Irving)","trade with Cavaliers"
"444","2011-02-24","Grizzlies","• Shane Battier• Ishmael Smith / Ish Smith","• Hasheem Thabeet• DeMarre Carroll• 2013 first round pick (if Grizzlies send 2011 first round pick to Timberwolves as per earlier trade, else later year) (lottery protected in 2013-16, else 2016 second round pick, $3M cash) (2013 #26-Andre Roberson)","trade with Rockets"
"445","2011-02-24","Kings","• Marquis Daniels• cash considerations","• 2017 second round pick (protected top 55) (not exercised)","trade with Celtics"
"446","2011-02-24","Rockets","• Goran Dragic• 2011 first round pick (Suns pick if Suns make 2011 playoffs, else Magic pick) (#23-Nikola Mirotic)","• Aaron Brooks","trade with Suns"
"447","2011-02-24","Rockets","• Hasheem Thabeet• DeMarre Carroll• 2013 first round pick (if Grizzlies send 2011 first round pick to Timberwolves as per earlier trade, else later year) (lottery protected in 2013-16, else 2016 second round pick, $3M cash) (2013 #26-Andre Roberson)","• Shane Battier• Ishmael Smith / Ish Smith","trade with Grizzlies"
"448","2011-02-24","Suns","• Aaron Brooks","• Goran Dragic• 2011 first round pick (Suns pick if Suns make 2011 playoffs, else Magic pick) (#23-Nikola Mirotic)","trade with Rockets"
"449","2011-02-24","Thunder","• Kendrick Perkins• Nate Robinson","• Jeff Green• Nenad Krstic• 2012 first round pick (less favorable of Clippers and Timberwolves pick in 2012, protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","trade with Celtics"
"450","2011-02-24","Thunder","• Nazr Mohammed","• D.J. White• Morris Peterson","trade with Bobcats"
"451","2011-06-23","Lakers","• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (2013 #57-Alex Oriakhi)","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","trade with Nuggets"
"452","2011-06-23","Nuggets","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (2013 #57-Alex Oriakhi)","trade with Lakers"
"453","2011-06-23","Blazers","• Raymond Felton• rights to Tanguy Ngombo","• Andre Miller• Rudy Fernandez• rights to Petteri Koponen• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (#56-Roy Devyn Marble / Roy Marble (Devyn))","3-team trade with Mavericks, Nuggets"
"454","2011-06-23","Bobcats","• cash considerations","• rights to Jeremy Tyler","trade with Warriors"
"455","2011-06-23","Bobcats","• Corey Maggette• rights to Bismack Biyombo","• Stephen Jackson• Shaun Livingston• rights to Tobias Harris","3-team trade with Bucks, Kings"
"456","2011-06-23","Bucks","• Stephen Jackson• Beno Udrih• Shaun Livingston• rights to Tobias Harris","• Corey Maggette• John Salmons• rights to Jimmer Fredette","3-team trade with Bobcats, Kings"
"457","2011-06-23","Cavaliers","• 2013 second round pick (#31-Allen Crabbe)• 2014 second round pick (#33-Joe Harris)","• rights to Justin Harper","trade with Magic"
"458","2011-06-23","Celtics","• rights to JaJuan Johnson• 2014 second round pick (#47-Russ Smith)","• rights to MarShon Brooks","trade with Nets"
"459","2011-06-23","Hornets","• cash","• rights to Josh Harrellson","trade with Knicks"
"460","2011-06-23","Kings","• John Salmons• rights to Jimmer Fredette","• Beno Udrih• rights to Bismack Biyombo","3-team trade with Bobcats, Bucks"
"461","2011-06-23","Knicks","• rights to Josh Harrellson","• cash","trade with Hornets"
"462","2011-06-23","Magic","• rights to Justin Harper","• 2013 second round pick (#31-Allen Crabbe)• 2014 second round pick (#33-Joe Harris)","trade with Cavalierse"
"463","2011-06-23","Mavericks","• Rudy Fernandez• rights to Petteri Koponen","• rights to Jordan Hamilton• rights to Tanguy Ngombo","3-team trade with Blazers, Nuggets"
"464","2011-06-23","Nets","• rights to MarShon Brooks","• rights to JaJuan Johnson• 2014 second round pick (#47-Russ Smith)","trade with Celtics"
"465","2011-06-23","Nuggets","• Andre Miller• rights to Jordan Hamilton• 2013 second round pick (from Blazers) (protected top 40 in 2013, unprotected in 2014) (#56-Roy Devyn Marble / Roy Marble (Devyn))","• Raymond Felton","3-team trade with Blazers, Mavericks"
"466","2011-06-23","Pacers","• George Hill","• rights to Erazem Lorbek• rights to Kawhi Leonard• rights to Davis Bertans","trade with Spurs"
"467","2011-06-23","Rockets","• Jonny Flynn• rights to Donatas Motiejunas• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","• Brad Miller• rights to Nikola Mirotic• rights to Chandler Parsons• 2013 first round pick (lottery protected in 2013-16, else 2016 second round pick) (2013 #26-Andre Roberson)","trade with Timberwolves"
"468","2011-06-23","Spurs","• rights to Erazem Lorbek• rights to Kawhi Leonard• rights to Davis Bertans","• George Hill","trade with Pacers"
"469","2011-06-23","Timberwolves","• Brad Miller• rights to Nikola Mirotic• rights to Chandler Parsons• 2013 first round pick (lottery protected in 2013-16, else 2016 second round pick) (2013 #26-Andre Roberson)","• Jonny Flynn• rights to Donatas Motiejunas• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","trade with Rockets"
"470","2011-06-23","Warriors","• rights to Jeremy Tyler","• cash considerations","trade with Bobcats"
"471","2011-06-23","Rockets","• rights to Chandler Parsons","• 2012 conditional second round pick (if pick is #31-40) (not exercised)• $1.5M cash","trade with Timberwolves"
"472","2011-06-23","Timberwolves","• 2012 conditional second round pick (if pick is #31-40) (not exercised)• $1.5M cash","• rights to Chandler Parsons","trade with Rockets"
"473","2011-06-23","Bulls","• rights to Nikola Mirotic","• rights to Norris Cole (a)• rights to Malcolm Lee / Malcom Lee• cash considerations","trade with Timberwolves"
"474","2011-06-23","Timberwolves","• rights to Norris Cole (a)• rights to Malcolm Lee / Malcom Lee• cash considerations","• rights to Nikola Mirotic","trade with Bulls"
"475","2011-06-24","Heat","• rights to Norris Cole (a)","• rights to Bojan Bogdanovic• 2014 second round pick (#44-Markel Brown)• cash","trade with Timberwolves"
"476","2011-06-24","Timberwolves","• rights to Bojan Bogdanovic• 2014 second round pick (#44-Markel Brown)• cash","• rights to Norris Cole (a)","trade with Heat"
"477","2011-06-24","Nets","• rights to Bojan Bogdanovic","• 2013 second round pick (#52-Lorenzo Brown)• cash","trade with Timberwolves"
"478","2011-06-24","Timberwolves","• 2013 second round pick (#52-Lorenzo Brown)• cash","• rights to Bojan Bogdanovic","trade with Nets"
"479","2011-06-27","Blazers","• 2015 second round pick (less favorable of Nuggets and Timberwolves) (#37-Richaun Holmes)","• rights to Tanguy Ngombo","trade with Timberwolves"
"480","2011-06-27","Timberwolves","• rights to Tanguy Ngombo","• 2015 second round pick (less favorable of Nuggets and Timberwolves) (#37-Richaun Holmes)","trade with Blazers"
"481","2011-06-30","Cavaliers","• Omri Casspi• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected 56-60)) (2017 #38-Jordan Bell)","• J.J. Hickson","trade with Kings"
"482","2011-06-30","Kings","• J.J. Hickson","• Omri Casspi• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected 56-60)) (2017 #38-Jordan Bell)","trade with Cavaliers"
"483","2011-12-09","Bucks","• rights to Albert Miralles","• Keyon Dooling• 2012 second round pick (protected top 44 in 2012) (not exercised)","trade with Celtics"
"484","2011-12-09","Celtics","• Keyon Dooling• 2012 second round pick (protected top 44 in 2012) (not exercised)","• rights to Albert Miralles","trade with Bucks"
"485","2011-12-10","Knicks","• Tyson Chandler• rights to Ahmad Nivins• rights to Giorgos Printezis","• Andy Rautins• Ronny Turiaf• 2013 second round pick (#54-Arsalan Kazemi)• $11M trade exception• cash","3-team trade with Mavericks, Wizards"
"486","2011-12-10","Mavericks","• Andy Rautins• 2012 second round pick (protected top 55 in 2012) (from Wizards) (not exercised)• $11M trade exception","• Tyson Chandler• rights to Ahmad Nivins• rights to Giorgos Printezis• 2012 second round pick (#46-Darius Miller)","3-team trade with Knicks, Wizards"
"487","2011-12-10","Wizards","• Ronny Turiaf• 2012 second round pick (from Mavericks) (#46-Darius Miller)• 2013 second round pick (from Knicks) (#54-Arsalan Kazemi)• cash","• 2012 second round pick (protected top 55 in 2012) (not exercised)","3-team trade with Knicks, Mavericks"
"488","2011-12-11","Lakers","• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)• $8.9M trade exception","• Lamar Odom• 2012 second round pick (#55-Darius Johnson-Odom)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)","trade with Mavericks"
"489","2011-12-11","Mavericks","• Lamar Odom• 2012 second round pick (#55-Darius Johnson-Odom)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)","• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)• $8.9M trade exception","trade with Lakers"
"490","2011-12-12","Celtics","• Brandon Bass","• Glen Davis• Von Wafer","trade with Magic"
"491","2011-12-12","Magic","• Glen Davis• Von Wafer","• Brandon Bass","trade with Celtics"
"492","2011-12-13","Mavericks","• 2016 second round pick (originally protected top 55 in 2016, but protection later removed as part of subsequent trade with Mavericks) (#45-Demetrius Jackson)","• Rudy Fernandez• Corey Brewer","trade with Nuggets"
"493","2011-12-13","Nuggets","• Rudy Fernandez• Corey Brewer","• 2016 second round pick (originally protected top 55 in 2016, but protection later removed as part of subsequent trade with Mavericks) (#45-Demetrius Jackson)","trade with Mavericks"
"494","2011-12-13","Thunder","• Lazar Hayward","• Robert Vaden• 2012 second round pick (#58-Robbie Hummel)• 2013 conditional second round pick (if Thunder 2012 pick is #47-60) (#59-Bojan Dubljevic)","trade with Timberwolves"
"495","2011-12-13","Timberwolves","• Robert Vaden• 2012 second round pick (#58-Robbie Hummel)• 2013 conditional second round pick (if Thunder 2012 pick is #47-60) (#59-Bojan Dubljevic)","• Lazar Hayward","trade with Thunder"
"496","2011-12-14","Clippers","• Chris Paul• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","• Eric Gordon• Chris Kaman• Al-Farouq Aminu• 2012 first round pick (more favorable of Clippers, Timberwolves picks) (#10-Austin Rivers)","trade with Hornets"
"497","2011-12-14","Hornets","• Eric Gordon• Chris Kaman• Al-Farouq Aminu• 2012 first round pick (more favorable of Clippers, Timberwolves picks) (#10-Austin Rivers)","• Chris Paul• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","trade with Clippers"
"498","2011-12-18","Pacers","• Louis Amundson / Lou Amundson• 2015 second round pick (#60-Luka Mitrovic)","• Brandon Rush","trade with Warriors"
"499","2011-12-18","Warriors","• Brandon Rush","• Louis Amundson / Lou Amundson• 2015 second round pick (#60-Luka Mitrovic)","trade with Pacers"
"500","2011-12-19","Bobcats","• Byron Mullens / B.J. Mullens","• 2013 second round pick (#32-Alex Abrines)","trade with Thunder"
"501","2011-12-19","Thunder","• 2013 second round pick (#32-Alex Abrines)","• Byron Mullens / B.J. Mullens","trade with Bobcats"
"502","2011-12-22","Jazz","• 2015 second round pick (#41-Pat Connaughton)• trade exception","• Mehmet Okur","trade with Nets"
"503","2011-12-22","Nets","• Mehmet Okur","• 2015 second round pick (#41-Pat Connaughton)• trade exception","trade with Jazz"
"504","2011-12-24","Grizzlies","• Quincy Pondexter","• Greivis Vasquez","trade with Hornets"
"505","2011-12-24","Hornets","• Greivis Vasquez","• Quincy Pondexter","trade with Grizzlies"
"506","2012-01-04","76ers","• 2012 conditional second round pick (from Grizzlies) (if pick is between #31-#55) (#54-Tornike Shengelia)• 2013 second round pick (from Hornets/Pelicans) (#35-Glen Rice Jr.)","• Marreese Speights","3-team trade with Grizzlines, Hornets"
"507","2012-01-04","Grizzlies","• Marreese Speights","• Xavier Henry• 2012 conditional second round pick (from Grizzlies) (if pick is between #31-#55) (#54-Tornike Shengelia)","3-team trade with 76ers, Hornets"
"508","2012-01-04","Hornets","• Xavier Henry","• 2013 second round pick (#35-Glen Rice Jr.)","3-team trade with 76ers, Grizzlies"
"509","2012-03-13","Bucks","• Monta Ellis• Kwame Brown• Ekpe Udoh","• Andrew Bogut• Stephen Jackson","trade with Warriors"
"510","2012-03-13","Warriors","• Andrew Bogut• Stephen Jackson","• Monta Ellis• Kwame Brown• Ekpe Udoh","trade with Bucks"
"511","2012-03-15","76ers","• Sam Young","• rights to Ricky Sanchez","trade with Grizzlies"
"512","2012-03-15","Blazers","• Hasheem Thabeet• Jonny Flynn• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","• Marcus Camby","trade with Rockets"
"513","2012-03-15","Blazers","• Mehmet Okur• Shawne Williams• 2012 first round pick (protected top 3) (#6-Damian Lillard)","• Gerald Wallace","trade with Nets"
"514","2012-03-15","Grizzlies","• rights to Ricky Sanchez","• Sam Young","trade with 76ers"
"515","2012-03-15","Hawks","• cash considerations","• 2012 second round pick (less favorable of Hawks, Suns picks) (#52-Ognjen Kuzmic / Ognen Kuzmic)","trade with Warriors"
"516","2012-03-15","Lakers","• Jordan Hill","• Derek Fisher• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)","trade with Rockets"
"517","2012-03-15","Nets","• Gerald Wallace","• Mehmet Okur• Shawne Williams• 2012 first round pick (protected top 3) (#6-Damian Lillard)","trade with Blazers"
"518","2012-03-15","Pacers","• Leandro Barbosa","• 2012 second round pick (#56-Tomislav Zubcic)• cash considerations","trade with Raptors"
"519","2012-03-15","Raptors","• 2012 second round pick (#56-Tomislav Zubcic)• cash considerations","• Leandro Barbosa","trade with Pacers"
"520","2012-03-15","Rockets","• Derek Fisher• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)","• Jordan Hill","trade with Lakers"
"521","2012-03-15","Rockets","• Marcus Camby","• Hasheem Thabeet• Jonny Flynn• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","trade with Blazers"
"522","2012-03-15","Spurs","• Stephen Jackson","• Richard Jefferson• T.J. Ford• first round pick (protected top 14 in 2012-14) (2012 #30-Festus Ezeli)","trade with Warriors"
"523","2012-03-15","Warriors","• 2012 second round pick (less favorable of Hawks, Suns picks) (#52-Ognjen Kuzmic / Ognen Kuzmic)","• cash considerations","trade with Hawks"
"524","2012-03-15","Warriors","• Richard Jefferson• T.J. Ford• first round pick (protected top 14 in 2012-14) (2012 #30-Festus Ezeli)","• Stephen Jackson","trade with Spurs"
"525","2012-03-15","Clippers","• Nick Young","• Brian Cook• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","3-team trade with Nuggets, Wizards"
"526","2012-03-15","Nuggets","• JaVale McGee• Ronny Turiaf• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) (from Clippers) ($350K cash)","• Nene / Nene Hilario / Maybyner Hilario","3-team trade with Clippers, Wizards"
"527","2012-03-15","Wizards","• Nene / Nene Hilario / Maybyner Hilario• Brian Cook• 2015 second round pick (from Clippers) (#47-Arturas Gudaitis)","• Nick Young• JaVale McGee• Ronny Turiaf","3-team trade with Clippers, Nuggets"
"528","2012-03-15","Cavaliers","• Luke Walton• Jason Kapono• conditional first round pick (protected top 14 in 2012, else 2014) (2012 #24-Jared Cunningham)• Cavaliers option to swap first round picks (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #19-Sergey Karasev)• cash","• Ramon Sessions• Christian Eyenga• Cavaliers option to swap first round pick (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #30-Nemanja Nedovic)","trade with Lakers"
