"","Date","Team","Acquired","Relinquished","Notes"
"672","2013-07-10","Raptors","• Steve Novak• Marcus Camby• Quentin Richardson• 2014 second round pick (#59-Xavier Thames)• 2016 first round pick (less favorable of Knicks, Nuggets picks) (#9-Jakob Poeltl)• 2017 second round pick (#36-Jonah Bolden)","• Andrea Bargnani","trade with Knicks"
"673","2013-07-10","Suns","• Eric Bledsoe• Caron Butler","• Jared Dudley• 2014 second round pick (#48-Lamar Patterson)","3-team trade with Bucks, Clippers"
"674","2013-07-10","Warriors","• Andre Iguodala• Kevin Murphy","• Richard Jefferson• Andris Biedrins• Brandon Rush• 2014 first round pick (#21-Rodney Hood)• 2016 second round pick (#60-Tyrone Wallace)• 2017 first round pick (?-?)• 2017 second round pick (#60-Alpha Kaba)• 2018 second round pick (#58-Thomas Welsh)• cash considerations","3-team trade with Jazz, Nuggets"
"675","2013-07-11","Bucks","• Luke Ridnour• 2014 second round pick (from Timberwolves) (#36-Johnny O'Bryant III)• cash (from Thunder)","• rights to Szymon Szewczyk","3-team trade with Thunder, Timberwolves"
"676","2013-07-11","Thunder","• rights to Szymon Szewczyk• trade exemption","• Kevin Martin• cash","3-team trade with Bucks, Timberwolves"
"677","2013-07-11","Timberwolves","• Kevin Martin• cash","• Luke Ridnour• 2014 second round pick (#36-Johnny O'Bryant III)","3-team trade with Bucks, Thunder"
"678","2013-07-12","76ers","• rights to Nerlens Noel• first round pick (protected top 5 in 2014-19, else 2019 second round pick, 2020 second round pick) (2014 #10-Elfrid Payton)","• Jrue Holiday• rights to Pierre Jackson","trade with Pelicans"
"679","2013-07-12","Bucks","• 2016 second round pick (more favorable of Kings (protected #56-60), Pelicans) (#36-Malcolm Brogdon)• Bucks option to swap 2019 second round picks with Kings (?-?)","• Luc Richard Mbah a Moute / Luc Mbah a Moute• Bucks option to swap 2019 second round picks with Kings (?-?)","trade with Kings"
"680","2013-07-12","Kings","• Luc Richard Mbah a Moute / Luc Mbah a Moute• Bucks option to swap 2019 second round picks with Kings (?-?)","• 2016 second round pick (more favorable of Kings (protected #56-60), Pelicans) (#36-Malcolm Brogdon)• Bucks option to swap 2019 second round picks with Kings (?-?)","trade with Bucks"
"681","2013-07-12","Pelicans","• Jrue Holiday• rights to Pierre Jackson","• rights to Nerlens Noel• first round pick (protected top 5 in 2014-19, else 2019 second round pick, 2020 second round pick) (2014 #10-Elfrid Payton)","trade with 76ers"
"682","2013-07-12","Celtics","• Gerald Wallace• Kris Humphries• MarShon Brooks• Kris Joseph• Keith Bogans• 2014 first round pick (least favorable of Hawks, Nets picks) (#17-James Young)• 2016 first round pick (#3-Jaylen Brown)• Celtics option to swap 2017 first round picks with Nets (#1-Markelle Fultz)• 2018 first round pick (#8-Collin Sexton)","• Paul Pierce• Kevin Garnett• Jason Terry• D.J. White• Celtics option to swap 2017 first round picks with Nets (#27-Kyle Kuzma)• 2017 conditional second round pick (if Celtics exercise right to swap 2017 first round picks, protected top 45) (#57-Aleksandar Vezenkov)","trade with Nets"
"683","2013-07-12","Nets","• Paul Pierce• Kevin Garnett• Jason Terry• D.J. White• Celtics option to swap 2017 first round picks with Nets (#27-Kyle Kuzma)• 2017 conditional second round pick (if Celtics exercise right to swap 2017 first round picks, protected top 45) (#57-Aleksandar Vezenkov)","• Gerald Wallace• Kris Humphries• MarShon Brooks• Kris Joseph• Keith Bogans• 2014 first round pick (least favorable of Hawks, Nets picks) (#17-James Young)• 2016 first round pick (#3-Jaylen Brown)• Celtics option to swap 2017 first round picks with Nets (#1-Markelle Fultz)• 2018 first round pick (#8-Collin Sexton)","trade with Celtics"
"684","2013-07-13","76ers","• rights to Royce White• rights to Furkan Aldemir• additional considerations (?)","• 2014 second round pick (protected top 55 in 2014, else extinguished) (not exercised)","trade with Rockets"
"685","2013-07-13","Rockets","• 2014 second round pick (protected top 55 in 2014, else extinguished) (not exercised)","• rights to Royce White• rights to Furkan Aldemir• additional considerations (?)","trade with 76ers"
"686","2013-07-22","Grizzlies","• rights to Nick Calathes","• Grizzlies removed protection on 2016 draft pick previously acquired from Mavericks (?-?)","trade with Mavericks"
"687","2013-07-22","Mavericks","• Grizzlies removed protection on 2016 draft pick previously acquired from Mavericks (?-?)","• rights to Nick Calathes","trade with Grizzlies"
"688","2013-07-27","Pacers","• Luis Scola","• Gerald Green (b)• Miles Plumlee• first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)","trade with Suns"
"689","2013-07-27","Suns","• Gerald Green (b)• Miles Plumlee• first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)","• Luis Scola","trade with Pacers"
"690","2013-07-30","Bucks","• Brandon Knight• Khris Middleton• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","• Brandon Jennings","trade with Pistons"
"691","2013-07-30","Pistons","• Brandon Jennings","• Brandon Knight• Khris Middleton• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","trade with Bucks"
"692","2013-08-15","Celtics","• Donte Greene","• Fab Melo","trade with Grizzlies"
"693","2013-08-15","Grizzlies","• Fab Melo","• Donte Greene","trade with Celtics"
"694","2013-08-22","76ers","• Tony Wroten Jr.","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• trade exception","trade with Grizzlies"
"695","2013-08-22","Grizzlies","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• trade exception","• Tony Wroten Jr.","trade with 76ers"
"696","2013-08-29","Bucks","• Caron Butler","• Ishmael Smith / Ish Smith• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","trade with Suns"
"697","2013-08-29","Suns","• Ishmael Smith / Ish Smith• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","• Caron Butler","trade with Bucks"
"698","2013-10-25","Suns","• Emeka Okafor• first round pick (protected top 12 in 2014, top 10 in 2015-19, unprotected in 2020) (2014 #18-Tyler Ennis)","• Marcin Gortat• Kendall Marshall• Shannon Brown• Malcolm Lee / Malcom Lee","trade with Wizards"
"699","2013-10-25","Wizards","• Marcin Gortat• Kendall Marshall• Shannon Brown• Malcolm Lee / Malcom Lee","• Emeka Okafor• first round pick (protected top 12 in 2014, top 10 in 2015-19, unprotected in 2020) (2014 #18-Tyler Ennis)","trade with Suns"
"700","2013-11-26","Kings","• Derrick Williams","• Luc Richard Mbah a Moute / Luc Mbah a Moute","trade with Timberwolves"
"701","2013-11-26","Timberwolves","• Luc Richard Mbah a Moute / Luc Mbah a Moute","• Derrick Williams","trade with Kings"
"702","2013-12-09","Kings","• Rudy Gay• Aaron Gray• Quincy Acy","• John Salmons• Greivis Vasquez• Patrick Patterson• Chuck Hayes","trade with Raptors"
"703","2013-12-09","Raptors","• John Salmons• Greivis Vasquez• Patrick Patterson• Chuck Hayes","• Rudy Gay• Aaron Gray• Quincy Acy","trade with Kings"
"704","2014-01-06","Bulls","• Andrew Bynum• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected #56-60)) (2017 #38-Jordan Bell)• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)• 2015 second round pick (#53-Sir'Dominic Pointer)• 2016 second round pick (#48-Paul Zipser)","• Luol Deng• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)","trade with Cavaliers"
"705","2014-01-06","Cavaliers","• Luol Deng• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)","• Andrew Bynum• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected #56-60)) (2017 #38-Jordan Bell)• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)• 2015 second round pick (#53-Sir'Dominic Pointer)• 2016 second round pick (#48-Paul Zipser)","trade with Bulls"
"706","2014-01-07","Celtics","• Jerryd Bayless• Ryan Gomes","• Courtney Lee• 2016 second round pick (#52-Joel Bolomboy)","3-team trade with Grizzlies, Thunder"
"707","2014-01-07","Grizzlies","• Courtney Lee• 2016 second round pick (from Celtics) (#52-Joel Bolomboy)• cash considerations","• Jerryd Bayless• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)","3-team trade with Celtics, Thunder"
"708","2014-01-07","Thunder","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (from Grizzlies) (not exercised)• second round pick (from Grizzlies, protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)","• Ryan Gomes• cash considerations","3-team trade with Celtics, Grizzlies"
"709","2014-01-15","Celtics","• Joel Anthony• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (from Heat) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)• 2016 second round pick (from Heat) (#51-Ben Bentil)• cash","• Jordan Crawford• MarShon Brooks","3-team trade with Heat, Warriors"
"710","2014-01-15","Heat","• Toney Douglas","• Joel Anthony• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)• 2016 second round pick (#51-Ben Bentil)• cash","3-team trade with Celtics, Warriors"
"711","2014-01-15","Warriors","• Jordan Crawford• MarShon Brooks","• Toney Douglas","3-team trade with Celtics, Heat"
"712","2014-01-21","Bulls","• Tornike Shengelia","• Marquis Teague","trade with Nets"
"713","2014-01-21","Nets","• Marquis Teague","• Tornike Shengelia","trade with Bulls"
"714","2014-01-21","Nets","• rights to Edin Bavcic","• Tyshawn Taylor• cash","trade with Pelicans"
"715","2014-01-21","Pelicans","• Tyshawn Taylor• cash","• rights to Edin Bavcic","trade with Nets"
"716","2014-02-19","Kings","• Jason Terry• Reggie Evans","• Marcus Thornton (T.)","trade with Nets"
"717","2014-02-19","Lakers","• Kent Bazemore• MarShon Brooks","• Steve Blake","trade with Warriors"
"718","2014-02-19","Nets","• Marcus Thornton (T.)","• Jason Terry• Reggie Evans","trade with Kings"
"719","2014-02-19","Warriors","• Steve Blake","• Kent Bazemore• MarShon Brooks","trade with Lakers"
"720","2014-02-20","76ers","• Byron Mullens / B.J. Mullens• 2018 second round pick (#43-Justin Jackson)","• 2014 second round pick (protected top 40 and #46-60 in 2014, else extinguished) (not exercised)","trade with Clippers"
"721","2014-02-20","76ers","• Danny Granger• 2015 second round pick (#60-Luka Mitrovic)","• Evan Turner• Lavoy Allen","trade with Pacers"
"722","2014-02-20","76ers","• Eric Maynor• 2015 second round pick (from Wizards) (#47-Arturas Gudaitis)• 2016 second round pick (from Nuggets) (#39-David Michineau)","• 2014 second round pick (protected top 45 and #51-60 in 2014, else extinguished) (not exercised)","3-team trade with Nuggets, Wizards"
"723","2014-02-20","Bobcats","• Luke Ridnour• Gary Neal","• Ramon Sessions• Jeff Adrien","trade with Bucks"
"724","2014-02-20","Bucks","• Ramon Sessions• Jeff Adrien","• Luke Ridnour• Gary Neal","trade with Bobcats"
"725","2014-02-20","Clippers","• 2014 second round pick (protected top 40 and #46-60 in 2014, else extinguished) (not exercised)","• Byron Mullens / B.J. Mullens• 2018 second round pick (#43-Justin Jackson)","trade with 76ers"
"726","2014-02-20","Clippers","• rights to Cenk Akyol","• Antawn Jamison• cash considerations","trade with Hawks"
"727","2014-02-20","Hawks","• Antawn Jamison• cash considerations","• rights to Cenk Akyol","trade with Clippers"
"728","2014-02-20","Nuggets","• Aaron Brooks","• Jordan Hamilton","trade with Rockets"
"729","2014-02-20","Pacers","• Evan Turner• Lavoy Allen","• Danny Granger• 2015 second round pick (#60-Luka Mitrovic)","trade with 76ers"
"730","2014-02-20","Raptors","• Nando De Colo","• Austin Daye","trade with Spurs"
"731","2014-02-20","Rockets","• Jordan Hamilton","• Aaron Brooks","trade with Nuggets"
"732","2014-02-20","Spurs","• Austin Daye","• Nando De Colo","trade with Raptors"
"733","2014-02-20","Wizards","• Andre Miller• 2014 second round pick (protected top 45 and #51-60 in 2014, else extinguished) (from 76ers) (not exercised)","• Jan Vesely• Eric Maynor• 2015 second round pick (#47-Arturas Gudaitis)","3-team trade with 76ers, Nuggets"
"734","2014-02-20","76ers","• Earl Clark• Henry Sims• 2014 second round pick (#39-Jerami Grant)• 2014 second round pick (#52-Vasilije Micic)","• Spencer Hawes","trade with Cavaliers"
"735","2014-02-20","Cavaliers","• Spencer Hawes","• Earl Clark• Henry Sims• 2014 second round pick (#39-Jerami Grant)• 2014 second round pick (#52-Vasilije Micic)","trade with 76ers"
"736","2014-02-20","Heat","• 2015 second round pick (protected #31-49 and #56-60) (not exercised)","• Roger Mason Jr.• cash considerations","trade with Kings"
"737","2014-02-20","Kings","• Roger Mason Jr.• cash considerations","• 2015 second round pick (protected #31-49 and #56-60) (not exercised)","trade with Heat"
"738","2014-06-25","Knicks","• Jose Calderon• Shane Larkin• Wayne Ellington• Samuel Dalembert• 2014 second round pick (#34-Cleanthony Early)• 2014 second round pick (#51-Thanasis Antetokounmpo)","• Tyson Chandler• Raymond Felton","trade with Mavericks"
"739","2014-06-25","Mavericks","• Tyson Chandler• Raymond Felton","• Jose Calderon• Shane Larkin• Wayne Ellington• Samuel Dalembert• 2014 second round pick (#34-Cleanthony Early)• 2014 second round pick (#51-Thanasis Antetokounmpo)","trade with Knicks"
"740","2014-06-26","76ers","• rights to Cory Jefferson• rights to Jordan McRae","• rights to Nemanja Dangubic","trade with Spurs"
"741","2014-06-26","76ers","• rights to Dario Saric• 2015 second round pick (#35-Guillermo Hernangomez / Willy Hernangomez)• 2017 first round pick (#5-De'Aaron Fox)","• rights to Elfrid Payton","trade with Magic"
"742","2014-06-26","76ers","• rights to Pierre Jackson","• rights to Russ Smith","trade with Pelicans"
"743","2014-06-26","Bucks","• 2015 second round pick (#41-Pat Connaughton)","• rights to Lamar Patterson","trade with Hawks"
"744","2014-06-26","Bulls","• Anthony Randolph• rights to Doug McDermott","• rights to Jusuf Nurkic• rights to Gary Harris• 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer)","trade with Nuggets"
"745","2014-06-26","Grizzlies","• rights to Jarnell Stokes","• 2016 second round pick (more favorable of Celtics, Raptors picks) (#52-Joel Bolomboy)","trade with Jazz"
"746","2014-06-26","Hawks","• rights to Lamar Patterson","• 2015 second round pick (#41-Pat Connaughton)","trade with Bucks"
"747","2014-06-26","Heat","• rights to Shabazz Napier","• rights to P.J. Hairston• rights to Semaj Christon• 2019 second round pick (?-?)• cash","trade with Hornets"
"748","2014-06-26","Hornets","• rights to P.J. Hairston• rights to Semaj Christon• 2019 second round pick (?-?)• cash","• rights to Shabazz Napier","trade with Heat"
"749","2014-06-26","Jazz","• 2016 second round pick (more favorable of Celtics, Raptors picks) (#52-Joel Bolomboy)","• rights to Jarnell Stokes","trade with Grizzlies"
"750","2014-06-26","Knicks","• rights to Louis Labeyrie","• cash","trade with Pacers"
"751","2014-06-26","Lakers","• rights to Jordan Clarkson","• cash","trade with Wizards"
"752","2014-06-26","Magic","• Evan Fournier• rights to Roy Devyn Marble / Roy Marble (Devyn)","• Arron Afflalo","trade with Nuggets"
"753","2014-06-26","Magic","• rights to Elfrid Payton","• rights to Dario Saric• 2015 second round pick (#35-Guillermo Hernangomez / Willy Hernangomez)• 2017 first round pick (#5-De'Aaron Fox)","trade with 76ers"
"754","2014-06-26","Nets","• rights to Markel Brown","• cash","trade with Timberwolves"
"755","2014-06-26","Nets","• rights to Xavier Thames","• cash","trade with Raptors"
"756","2014-06-26","Nuggets","• Arron Afflalo","• Evan Fournier• rights to Roy Devyn Marble / Roy Marble (Devyn)","trade with Magic"
"757","2014-06-26","Nuggets","• rights to Jusuf Nurkic• rights to Gary Harris• 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer)","• Anthony Randolph• rights to Doug McDermott","trade with Bulls"
"758","2014-06-26","Pacers","• cash","• rights to Louis Labeyrie","trade with Knicks"
"759","2014-06-26","Pelicans","• rights to Russ Smith","• rights to Pierre Jackson","trade with 76ers"
"760","2014-06-26","Raptors","• cash","• rights to Xavier Thames","trade with Nets"
"761","2014-06-26","Rockets","• rights to Alessandro Gentile","• cash","trade with Timberwolves"
"762","2014-06-26","Spurs","• rights to Nemanja Dangubic","• rights to Cory Jefferson• rights to Jordan McRae","trade with 76ers"
"763","2014-06-26","Timberwolves","• cash","• rights to Alessandro Gentile","trade with Rockets"
"764","2014-06-30","Hawks","• John Salmons• 2015 second round pick (#50-Marcus Eriksson)","• Louis Williams / Lou Williams• rights to Lucas Nogueira","trade with Raptors"
"765","2014-06-30","Raptors","• Louis Williams / Lou Williams• rights to Lucas Nogueira","• John Salmons• 2015 second round pick (#50-Marcus Eriksson)","trade with Hawks"
"766","2014-07-10","Cavaliers","• rights to Ilkan Karaman• rights to Edin Bavcic• 2015 conditional second round pick (from Celtics, protected top 55 in 2015, else extinguished) (not exercised)","• Jarrett Jack• Sergey Karasev• Tyler Zeller• first round pick (protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)","3-team trade with Celtics, Nets"
"767","2014-07-10","Celtics","• Tyler Zeller• Marcus Thornton (T.)• first round pick (from Cavaliers, protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)","• 2015 conditional second round pick (protected top 55 in 2015, else extinguished) (not exercised)","3-team trade with Cavaliers, Nets"
"768","2014-07-10","Jazz","• Steve Novak• 2017 second round pick (#36-Jonah Bolden)","• Diante Garrett","trade with Raptors"
"769","2014-07-10","Nets","• Jarrett Jack• Sergey Karasev","• Marcus Thornton (T.)• rights to Ilkan Karaman• rights to Edin Bavcic","3-team trade with Cavaliers, Celtics"
"770","2014-07-10","Raptors","• Diante Garrett","• Steve Novak• 2017 second round pick (#36-Jonah Bolden)","trade with Jazz"
"771","2014-07-11","Cavaliers","• 2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)","• Alonzo Gee","trade with Pelicans"
"772","2014-07-11","Pelicans","• Alonzo Gee","• 2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)","trade with Cavaliers"
"773","2014-07-12","Cavaliers","• Brendan Haywood• rights to Dwight Powell","• Scotty Hopson• cash","trade with Hornets"
"774","2014-07-12","Hornets","• Scotty Hopson• cash","• Brendan Haywood• rights to Dwight Powell","trade with Cavaliers"
"775","2014-07-12","Kings","• rights to Alex Oriakhi• $7M trade exemption","• Isaiah Thomas","trade with Suns"
"776","2014-07-12","Suns","• Isaiah Thomas","• rights to Alex Oriakhi• $7M trade exemption","trade with Kings"
"777","2014-07-13","Hornets","• cash","• Scotty Hopson","trade with Pelicans"
"778","2014-07-13","Lakers","• Jeremy Lin• first round pick (protected top 14 in 2015, top 10 in 2016-17, top 5 in 2018-19, top 3 in 2020, unprotected in 2021) (2015 #27-Larry Nance Jr.)• 2015 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)","• rights to Sergei Lishouk / Sergei Lishchuk","trade with Rockets"
"779","2014-07-13","Pelicans","• Scotty Hopson","• cash","trade with Hornets"
"780","2014-07-13","Rockets","• rights to Sergei Lishouk / Sergei Lishchuk","• Jeremy Lin• first round pick (protected top 14 in 2015, top 10 in 2016-17, top 5 in 2018-19, top 3 in 2020, unprotected in 2021) (2015 #27-Larry Nance Jr.)• 2015 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)","trade with Lakers"
"781","2014-07-14","Bulls","• rights to Milovan Rakovic","• Anthony Randolph• 2015 second round pick (more favorable of Bulls, Nuggets picks) (#51-Tyler Harvey)• 2016 second round pick (more favorable of Blazers, Bulls picks) (#47-Jake Layman)• cash","trade with Magic"
"782","2014-07-14","Bulls","• rights to Tadija Dragicevic","• Greg Smith (a)","trade with Mavericks"
"783","2014-07-14","Magic","• Anthony Randolph• 2015 second round pick (more favorable of Bulls, Nuggets picks) (#51-Tyler Harvey)• 2016 second round pick (more favorable of Blazers, Bulls picks) (#47-Jake Layman)• cash","• rights to Milovan Rakovic","trade with Bulls"
"784","2014-07-14","Mavericks","• Greg Smith (a)","• rights to Tadija Dragicevic","trade with Bulls"
"785","2014-07-14","Pelicans","• Omer Asik• Omri Casspi• $1.5M cash considerations","• Alonzo Gee• Scotty Hopson• first round pick (protected top 3 and 20-30 in 2015-18, top 3 and 25-30 in 2019-20, else 2020 second round pick and 2021 second round pick) (#18-Sam Dekker)","3-team trade with Rockets, Wizards"
"786","2014-07-14","Rockets","• Trevor Ariza• Alonzo Gee• Scotty Hopson• first round pick (from Pelicans) (protected top 3 and 20-30 in 2015-18, top 3 and 25-30 in 2019-20, else 2020 second round pick and 2021 second round pick) (2015 #18-Sam Dekker)","• Omer Asik• Omri Casspi• $1.5M cash considerations","3-team trade with Pelicans, Wizards"
"787","2014-07-14","Wizards","• Melvin Ely• trade exception","• Trevor Ariza","3-team trade with Pelicans, Rockets"
"788","2014-07-15","Hawks","• Thabo Sefolosha• rights to Giorgos Printezis• cash considerations","• rights to Sofoklis Schortsanitis","trade with Thunder"
"789","2014-07-15","Thunder","• rights to Sofoklis Schortsanitis","• Thabo Sefolosha• rights to Giorgos Printezis• cash considerations","trade with Hawks"
"790","2014-07-16","Mavericks","• rights to Emir Preldzic","• DeJuan Blair","trade with Wizards"
"791","2014-07-16","Wizards","• DeJuan Blair","• rights to Emir Preldzic","trade with Mavericks"
"792","2014-07-19","Celtics","• 2015 second round pick (protected top 49 in 2015, else extinguished) (not exercised)• trade exception","• Kris Humphries","trade with Wizards"
"793","2014-07-19","Wizards","• Kris Humphries","• 2015 second round pick (protected top 49 in 2015, else extinguished) (not exercised)• trade exception","trade with Celtics"
"794","2014-07-22","Cavaliers","• John Lucas III• Malcolm Thomas (b)• Erik Murphy","• Carrick Felix• 2015 second round pick (#54-Daniel Diez)• cash","trade with Jazz"
"795","2014-07-22","Jazz","• Carrick Felix• 2015 second round pick (#54-Daniel Diez)• cash","• John Lucas III• Malcolm Thomas (b)• Erik Murphy","trade with Cavaliers"
"796","2014-08-06","Kings","• Wayne Ellington• Jeremy Tyler• removal of protection on Knicks 2016 second round pick","• Quincy Acy• Travis Outlaw","trade with Knicks"
"797","2014-08-06","Knicks","• Quincy Acy• Travis Outlaw","• Wayne Ellington• Jeremy Tyler• removal of protection on Knicks 2016 second round pick","trade with Kings"
"798","2014-08-23","76ers","• Luc Richard Mbah a Moute / Luc Mbah a Moute• Alexey Shved• first round pick (from Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-• Timothe Luwawu / Timothe Luwawu-Cabarrot)","• Thaddeus Young","3-team trade with Cavaliers, Timberwolves"
"799","2014-08-23","Cavaliers","• Kevin Love","• Andrew Wiggins• Anthony Bennett• first round pick (protected top 10 in 2015-16, unprotected in 2017) (2016 #24-• Timothe Luwawu / Timothe Luwawu-Cabarrot)• trade exception","3-team trade with 76ers, Timberwolves"
"800","2014-08-23","Timberwolves","• Andrew Wiggins• Anthony Bennett• Thaddeus Young• trade exception","• Kevin Love• Luc Richard Mbah a Moute / Luc Mbah a Moute• Alexey Shved","3-team trade with 76ers, Cavaliers"
"801","2014-08-26","76ers","• Hasheem Thabeet• cash considerations","• 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised)• trade exception","trade with Thunder"
"802","2014-08-26","Bucks","• Jared Dudley• first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","• Carlos Delfino• Miroslav Raduljica• second round pick (protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)","trade with Clippers"
"803","2014-08-26","Clippers","• Carlos Delfino• Miroslav Raduljica• second round pick (protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)","• Jared Dudley• first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","trade with Bucks"
"804","2014-08-26","Thunder","• 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised)• trade exception","• Hasheem Thabeet• cash considerations","trade with 76ers"
"805","2014-09-17","Kings","• Alonzo Gee• Scotty Hopson• trade exception","• Jason Terry• 2015 second round pick (protected #50-60) (#36-Rakeem Christmas)• 2016 second round pick (#37-Chinanu Onuaku)","trade with Rockets"
"806","2014-09-17","Rockets","• Jason Terry• 2015 second round pick (protected #50-60) (#36-Rakeem Christmas)• 2016 second round pick (#37-Chinanu Onuaku)","• Alonzo Gee• Scotty Hopson• trade exception","trade with Kings"
"807","2014-09-25","Cavaliers","• Keith Bogans• 2015 second round pick (protected top 55) (not exercised)• 2017 second round pick (protected top 55) (not exercised)","• Dwight Powell• Erik Murphy• Malcolm Thomas (b)• John Lucas III• 2016 second round pick (#58-Abdel Nader)• 2017 second round pick (#53-Kadeem Allen)• trade exception","trade with Celtics"
"808","2014-09-25","Celtics","• Dwight Powell• Erik Murphy• Malcolm Thomas (b)• John Lucas III• 2016 second round pick (#58-Abdel Nader)• 2017 second round pick (#53-Kadeem Allen)• trade exception","• Keith Bogans• 2015 second round pick (protected top 55) (not exercised)• 2017 second round pick (protected top 55) (not exercised)","trade with Cavaliers"
"809","2014-09-27","76ers","• Keith Bogans• 2018 second round pick (#55-Arnoldas Kulboka)","• 2015 second round pick (conditional if pick is not conveyed to Celtics, protected top 50 and #56-60) (not exercised)","trade with Cavaliers"
"810","2014-09-27","Cavaliers","• 2015 second round pick (conditional if pick is not conveyed to Celtics, protected top 50 and #56-60) (not exercised)","• Keith Bogans• 2018 second round pick (#55-Arnoldas Kulboka)","trade with 76ers"
"811","2014-10-17","Celtics","• Will Bynum","• Joel Anthony","trade with Pistons"
"812","2014-10-17","Pistons","• Joel Anthony","• Will Bynum","trade with Celtics"
"813","2014-10-24","76ers","• Marquis Teague• 2019 second round pick (more favorable of Bucks, Kings picks) (?-?)","• Casper Ware","trade with Nets"
"814","2014-10-24","Nets","• Casper Ware","• Marquis Teague• 2019 second round pick (more favorable of Bucks, Kings picks) (?-?)","trade with 76ers"
"815","2014-10-27","76ers","• Travis Outlaw• 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga)• 2019 second round pick (?-?)","• Arnett Moultrie• 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson)","trade with Knicks"
"816","2014-10-27","Knicks","• Arnett Moultrie• 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson)","• Travis Outlaw• 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga)• 2019 second round pick (?-?)","trade with 76ers"
"817","2014-12-11","76ers","• Andrei Kirilenko• Jorge Gutierrez• 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas)• 2020 second round pick (?-?)• cash","• Brandon Davies• 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka)","trade with Nets"
"818","2014-12-11","Nets","• Brandon Davies• 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka)","• Andrei Kirilenko• Jorge Gutierrez• 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas)• 2020 second round pick (?-?)• cash","trade with 76ers"
"819","2014-12-18","Celtics","• Brandan Wright• Jae Crowder• Jameer Nelson• first round pick (protected top 3 and #15-30 in 2015, top 7 in 2016-20, unprotected in 2021) (2016 #16-Guerschon Yabusele)• 2016 second round pick (more favorable of Grizzlies, Mavericks picks) (#45-Demetrius Jackson)• $12.9M trade exception","• Rajon Rondo• Dwight Powell","trade with Mavericks"
