"","Date","Team","Acquired","Relinquished","Notes"
"1044","2016-07-12","Grizzlies","• Troy Daniels","• cash• traded player exception","trade with Hornets"
"1045","2016-07-12","Hornets","• cash• traded player exception","• Troy Daniels","trade with Grizzlies"
"1046","2016-07-15","76ers","• Sasha Kaun• cash","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","trade with Cavaliers"
"1047","2016-07-15","Cavaliers","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","• Sasha Kaun• cash","trade with 76ers"
"1048","2016-07-15","Clippers","• Roy Devyn Marble / Roy Marble (Devyn)• 2020 second round pick (?-?)","• C.J. Wilcox• cash","trade with Magic"
"1049","2016-07-15","Magic","• C.J. Wilcox• cash","• Roy Devyn Marble / Roy Marble (Devyn)• 2020 second round pick (?-?)","trade with Clippers"
"1050","2016-08-26","76ers","• Tibor Pleiss• 2017 second round pick (most favorable of Jazz, Knicks, Pistons, Warriors picks) (#36-Jonah Bolden)• 2017 second round pick (least favorable of Jazz, Knicks, Pistons, Warriors picks) (#60-Alpha Kaba)","• Kendall Marshall","trade with Jazz"
"1051","2016-08-26","Jazz","• Kendall Marshall","• Tibor Pleiss• 2017 second round pick (most favorable of Jazz, Knicks, Pistons, Warriors picks) (#36-Jonah Bolden)• 2017 second round pick (least favorable of Jazz, Knicks, Pistons, Warriors picks) (#60-Alpha Kaba)","trade with 76ers"
"1052","2016-08-30","Nuggets","• second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)• second round pick (protected top 35 2017, unprotected in 2018) (2017 #51-Monte Morris)","• Joffrey Lauvergne","trade with Thunder"
"1053","2016-08-30","Thunder","• Joffrey Lauvergne","• second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)• second round pick (protected top 35 2017, unprotected in 2018) (2017 #51-Monte Morris)","trade with Nuggets"
"1054","2016-09-22","Bucks","• Michael Beasley","• Tyler Ennis","trade with Rockets"
"1055","2016-09-22","Rockets","• Tyler Ennis","• Michael Beasley","trade with Bucks"
"1056","2016-10-17","Bucks","• Tony Snell","• Michael Carter-Williams","trade with Bulls"
"1057","2016-10-17","Bulls","• Michael Carter-Williams","• Tony Snell","trade with Bucks"
"1058","2016-11-01","76ers","• Ersan Ilyasova• 2020 first round pick (protected top 20 in 2020, else 2022 second round pick, 2023 second round pick) (?-?)","• Jerami Grant","trade with Thunder"
"1059","2016-11-01","Thunder","• Jerami Grant","• Ersan Ilyasova• 2020 first round pick (protected top 20 in 2020, else 2022 second round pick, 2023 second round pick) (?-?)","trade with 76ers"
"1060","2017-01-06","Blazers","• 2017 first round pick (#26-Caleb Swanigan)","• 2018 first round pick (#25-Moritz Wagner / Moe Wagner)","trade with Cavaliers"
"1061","2017-01-06","Cavaliers","• 2018 first round pick (#25-Moritz Wagner / Moe Wagner)","• 2017 first round pick (#26-Caleb Swanigan)","trade with Blazers"
"1062","2017-01-07","Cavaliers","• Kyle Korver","• Mike Dunleavy• Maurice Williams / Mo Williams• first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)• cash considerations","trade with Hawks"
"1063","2017-01-07","Hawks","• Mike Dunleavy• Maurice Williams / Mo Williams• first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)• cash considerations","• Kyle Korver","trade with Cavaliers"
"1064","2017-01-18","Hawks","• rights to Cenk Akyol• traded player exception","• Maurice Williams / Mo Williams• cash","trade with Nuggets"
"1065","2017-01-18","Nuggets","• Maurice Williams / Mo Williams• cash","• rights to Cenk Akyol• traded player exception","trade with Hawks"
"1066","2017-02-02","Bucks","• Roy Hibbert• Spencer Hawes","• Miles Plumlee• cash","trade with Hornets"
"1067","2017-02-02","Hornets","• Miles Plumlee• cash","• Roy Hibbert• Spencer Hawes","trade with Bucks"
"1068","2017-02-12","Blazers","• Jusuf Nurkic• first round pick (protected top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles)","• Mason Plumlee• 2018 second round pick (less favorable of Blazers, Kings picks) (#54-Shake Milton)• cash","trade with Nuggets"
"1069","2017-02-12","Nuggets","• Mason Plumlee• 2018 second round pick (from Nuggets) (less favorable of Blazers, Kings picks) (#54-Shake Milton)• cash","• Jusuf Nurkic• first round pick (protected top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles)","trade with Blazers"
"1070","2017-02-13","Cavaliers","• 2017 second round pick (protected top 55) (not exercised)","• Chris Andersen• cash","trade with Hornets"
"1071","2017-02-13","Hornets","• Chris Andersen• cash","• 2017 second round pick (protected top 55) (not exercised)","trade with Cavaliers"
"1072","2017-02-14","Magic","• Terrence Ross• draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick) (2017 #25-Anzejs Pasecniks)","• Serge Ibaka","trade with Raptors"
"1073","2017-02-14","Raptors","• Serge Ibaka","• Terrence Ross• draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick) (2017 #25-Anzejs Pasecniks)","trade with Magic"
"1074","2017-02-19","Kings","• Buddy Hield• Tyreke Evans• Langston Galloway• first round pick (protected top 3 in 2017, unprotected in 2018) (2017 #10-Zach Collins)• 2017 second round pick (#34-Frank Mason)","• DeMarcus Cousins• Omri Casspi","trade with Pelicans"
"1075","2017-02-19","Pelicans","• DeMarcus Cousins• Omri Casspi","• Buddy Hield• Tyreke Evans• Langston Galloway• first round pick (protected top 3 in 2017, unprotected in 2018) (2017 #10-Zach Collins)• 2017 second round pick (#34-Frank Mason)","trade with Kings"
"1076","2017-02-22","76ers","• Tiago Splitter• second round pick (protected top 40 in 2017, unprotected in 2018) (2017 #46-Sterling Brown)• 76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected #56-60) (#50-Mathias Lessort)","• Ersan Ilyasova• 76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected #56-60) (#60-Alpha Kaba)","trade with Hawks"
"1077","2017-02-22","Hawks","• Ersan Ilyasova• 76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected #56-60) (#60-Alpha Kaba)","• Tiago Splitter• second round pick (protected top 40 in 2017, unprotected in 2018) (2017 #46-Sterling Brown)• 76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected #56-60) (#50-Mathias Lessort)","trade with 76ers"
"1078","2017-02-22","Nets","• Andrew Nicholson• Marcus Thornton (T.)• first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick) (2017 #22-Jarrett Allen)","• Bojan Bogdanovic• Chris McCullough","trade with Wizards"
"1079","2017-02-22","Wizards","• Bojan Bogdanovic• Chris McCullough","• Andrew Nicholson• Marcus Thornton (T.)• first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick) (2017 #22-Jarrett Allen)","trade with Nets"
"1080","2017-02-23","76ers","• Andrew Bogut• Justin Anderson• conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected #56-60)) (2017 #39-Jawun Evans) (2020 ?-?)","• Nerlens Noel","trade with Mavericks"
"1081","2017-02-23","Bucks","• 2019 second round pick (protected top 55) (?-?)","• Roy Hibbert","trade with Nuggets"
"1082","2017-02-23","Bulls","• Cameron Payne• Joffrey Lauvergne• Anthony Morrow","• Taj Gibson• Doug McDermott• 2018 second round pick (#36-Mitchell Robinson)","trade with Thunder"
"1083","2017-02-23","Hawks","• 2017 second round pick (protected top 55) (not exercised)","• Mike Scott• rights to Cenk Akyol• cash","trade with Suns"
"1084","2017-02-23","Lakers","• Corey Brewer• 2017 first round pick (#28-Tony Bradley)","• Louis Williams / Lou Williams","trade with Rockets"
"1085","2017-02-23","Lakers","• Tyler Ennis• rights to Brad Newley","• Marcelinho Huertas / Marcelo Huertas","trade with Rockets"
"1086","2017-02-23","Mavericks","• Nerlens Noel","• Andrew Bogut• Justin Anderson• conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected #56-60)) (2017 #39-Jawun Evans) (2020 ?-?)","trade with 76ers"
"1087","2017-02-23","Nets","• K.J. McDaniels","• cash considerations","trade with Rockets"
"1088","2017-02-23","Nuggets","• Roy Hibbert","• 2019 second round pick (protected top 55) (?-?)","trade with Bucks"
"1089","2017-02-23","Raptors","• P.J. Tucker","• Jared Sullinger• 2017 second round pick (#54-Alec Peters)• 2018 second round pick (#59-George King)","trade with Suns"
"1090","2017-02-23","Rockets","• cash considerations","• K.J. McDaniels","trade with Nets"
"1091","2017-02-23","Rockets","• Louis Williams / Lou Williams","• Corey Brewer• 2017 first round pick (#28-Tony Bradley)","trade with Lakers"
"1092","2017-02-23","Rockets","• Marcelinho Huertas / Marcelo Huertas","• Tyler Ennis• rights to Brad Newley","trade with Lakers"
"1093","2017-02-23","Suns","• Jared Sullinger• 2017 second round pick (#54-Alec Peters)• 2018 second round pick (#59-George King)","• P.J. Tucker","trade with Raptors"
"1094","2017-02-23","Suns","• Mike Scott• rights to Cenk Akyol• cash","• 2017 second round pick (protected top 55) (not exercised)","trade with Hawks"
"1095","2017-02-23","Thunder","• Taj Gibson• Doug McDermott• 2018 second round pick (#36-Mitchell Robinson)","• Cameron Payne• Joffrey Lauvergne• Anthony Morrow","trade with Bulls"
"1096","2017-06-19","76ers","• 2017 first round pick (#1-Markelle Fultz)","• 2017 first round pick (#3-Jayson Tatum)• first round pick (Lakers 2018 pick if it is #2-5, else more favorable of 76ers, Kings 2019 first round picks unless that pick is #1 overall in which case less favorable of 76ers, Kings picks) (?-?)","trade with Celtics"
"1097","2017-06-19","Celtics","• 2017 first round pick (#3-Jayson Tatum)• first round pick (Lakers 2018 pick if it is #2-5, else more favorable of 76ers, Kings 2019 first round picks unless that pick is #1 overall in which case less favorable of 76ers, Kings picks) (?-?)","• 2017 first round pick (#1-Markelle Fultz)","trade with 76ers"
"1098","2017-06-20","Hawks","• Marco Belinelli• Miles Plumlee• 2017 second round pick (#41-Tyler Dorsey)","• Dwight Howard• 2017 second round pick (#31-Frank Jackson)","trade with Hornets"
"1099","2017-06-20","Hornets","• Dwight Howard• 2017 second round pick (#31-Frank Jackson)","• Marco Belinelli• Miles Plumlee• 2017 second round pick (#41-Tyler Dorsey)","trade with Hawks"
"1100","2017-06-21","Pelicans","• 2017 second round pick (#52-Edmond Sumner)","• Tim Frazier","trade with Wizards"
"1101","2017-06-21","Wizards","• Tim Frazier","• 2017 second round pick (#52-Edmond Sumner)","trade with Pelicans"
"1102","2017-06-22","76ers","• rights to Anzejs Pasecniks","• draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)• 2020 second round pick (less favorable of Knicks, Nets picks) (?-?)","trade with Magic"
"1103","2017-06-22","Blazers","• rights to Zach Collins","• rights to Justin Jackson• rights to Harry Giles","trade with Kings"
"1104","2017-06-22","Bucks","• $2M cash","• rights to Sindarius Thornwell","trade with Clippers"
"1105","2017-06-22","Bulls","• $3.5M cash","• rights to Jordan Bell","trade with Warriors"
"1106","2017-06-22","Bulls","• Zach LaVine• Kris Dunn• rights to Lauri Markkanen","• Jimmy Butler• rights to Justin Patton","trade with Timberwolves"
"1107","2017-06-22","Clippers","• rights to Sindarius Thornwell","• $2M cash","trade with Bucks"
"1108","2017-06-22","Grizzlies","• rights to Dillon Brooks","• 2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks) (#46-De'Anthony Melton)","trade with Rockets"
"1109","2017-06-22","Grizzlies","• rights to Ivan Rabb","• 2019 second round pick (?-?)","trade with Magic"
"1110","2017-06-22","Hornets","• rights to Dwayne Bacon• $1.8M cash","• rights to Frank Jackson","trade with Pelicans"
"1111","2017-06-22","Jazz","• rights to Donovan Mitchell","• Trey Lyles• rights to Tyler Lydon","trade with Nuggets"
"1112","2017-06-22","Jazz","• rights to Tony Bradley","• rights to Josh Hart• rights to Thomas Bryant","trade with Lakers"
"1113","2017-06-22","Kings","• rights to Justin Jackson• rights to Harry Giles","• rights to Zach Collins","trade with Blazers"
"1114","2017-06-22","Lakers","• Brook Lopez• rights to Kyle Kuzma","• D'Angelo Russell• Timofey Mozgov","trade with Nets"
"1115","2017-06-22","Lakers","• rights to Josh Hart• rights to Thomas Bryant","• rights to Tony Bradley","trade with Jazz"
"1116","2017-06-22","Magic","• 2019 second round pick (?-?)","• rights to Ivan Rabb","trade with Grizzlies"
"1117","2017-06-22","Magic","• draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)• 2020 second round pick (less favorable of Knicks, Nets picks) (?-?)","• rights to Anzejs Pasecniks","trade with 76ers"
"1118","2017-06-22","Nets","• D'Angelo Russell• Timofey Mozgov","• Brook Lopez• rights to Kyle Kuzma","trade with Lakers"
"1119","2017-06-22","Nuggets","• Trey Lyles• rights to Tyler Lydon","• rights to Donovan Mitchell","trade with Jazz"
"1120","2017-06-22","Pacers","• rights to Edmond Sumner","• $1M cash","trade with Pelicans"
"1121","2017-06-22","Pelicans","• $1M cash","• rights to Edmond Sumner","trade with Pacers"
"1122","2017-06-22","Pelicans","• rights to Frank Jackson","• rights to Dwayne Bacon• $1.8M cash","trade with Hornets"
"1123","2017-06-22","Rockets","• 2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks) (#46-De'Anthony Melton)","• rights to Dillon Brooks","trade with Grizzlies"
"1124","2017-06-22","Timberwolves","• Jimmy Butler• rights to Justin Patton","• Zach LaVine• Kris Dunn• rights to Lauri Markkanen","trade with Bulls"
"1125","2017-06-22","Warriors","• rights to Jordan Bell","• $3.5M cash","trade with Bulls"
"1126","2017-06-28","76ers","• 2018 second round pick (#60-Kostas Antetokounmpo)• cash considerations","• Shawn Long","trade with Rockets"
"1127","2017-06-28","Blazers","• cash considerations","• Tim Quarterman","trade with Rockets"
"1128","2017-06-28","Hawks","• cash considerations","• Ryan Kelly","trade with Rockets"
"1129","2017-06-28","Mavericks","• cash considerations","• DeAndre Liggins","trade with Rockets"
"1130","2017-06-28","Pistons","• cash considerations","• Darrun Hilliard","trade with Rockets"
"1131","2017-06-28","Rockets","• Darrun Hilliard","• cash considerations","trade with Pistons"
"1132","2017-06-28","Rockets","• DeAndre Liggins","• cash considerations","trade with Mavericks"
"1133","2017-06-28","Rockets","• Ryan Kelly","• cash considerations","trade with Hawks"
"1134","2017-06-28","Rockets","• Shawn Long","• 2018 second round pick (#60-Kostas Antetokounmpo)• cash considerations","trade with 76ers"
"1135","2017-06-28","Rockets","• Tim Quarterman","• cash considerations","trade with Blazers"
"1136","2017-06-28","Clippers","• Patrick Beverley• Sam Dekker• Montrezl Harrell• Darrun Hilliard• DeAndre Liggins• Louis Williams / Lou Williams• Kyle Wiltjer• first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman)• $661K cash","• Chris Paul","trade with Rockets"
"1137","2017-06-28","Rockets","• Chris Paul","• Patrick Beverley• Sam Dekker• Montrezl Harrell• Darrun Hilliard• DeAndre Liggins• Louis Williams / Lou Williams• Kyle Wiltjer• first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman)• $661K cash","trade with Clippers"
"1138","2017-06-29","Mavericks","• cash","• Jarrod Uthoff","trade with Rockets"
"1139","2017-06-29","Rockets","• Jarrod Uthoff","• cash","trade with Mavericks"
"1140","2017-06-30","Jazz","• Ricky Rubio","• draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick) (2018 #20-Josh Okogie)","trade with Timberwolves"
"1141","2017-06-30","Timberwolves","• draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick) (2018 #20-Josh Okogie)","• Ricky Rubio","trade with Jazz"
"1142","2017-07-06","76ers","• cash considerations","• rights to Sterling Brown","trade with Bucks"
"1143","2017-07-06","Bucks","• rights to Sterling Brown","• cash considerations","trade with 76ers"
"1144","2017-07-06","Pacers","• Victor Oladipo• Domantas Sabonis / Domas Sabonis","• Paul George","trade with Thunder"
"1145","2017-07-06","Thunder","• Paul George","• Victor Oladipo• Domantas Sabonis / Domas Sabonis","trade with Pacers"
"1146","2017-07-06","Clippers","• Danilo Gallinari","• Jamal Crawford• Diamond Stone• first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman)• cash","3-team trade with Hawks, Nuggets"
"1147","2017-07-06","Hawks","• Jamal Crawford• Diamond Stone• first round pick (protected top 3 in 2018-23, unprotected in 2024) (from Clippers) (2018 #30-Omari Spellman)• cash (from Clippers)","• 2019 second round pick (?-?)","3-team trade with Clippers, Nuggets"
"1148","2017-07-06","Nuggets","• 2019 second round pick (from Hawks) (?-?)","• Danilo Gallinari","3-team trade with Clippers, Hawks"
"1149","2017-07-06","76ers","• cash","• rights to Jawun Evans","trade with Clippers"
"1150","2017-07-06","Clippers","• rights to Jawun Evans","• cash","trade with 76ers"
"1151","2017-07-07","Celtics","• Marcus Morris","• Avery Bradley• 2019 second round pick (?-?)","trade with Pistons"
"1152","2017-07-07","Heat","• A.J. Hammons","• Josh McRoberts• 2023 second round pick (?-?)• $5.1M cash","trade with Mavericks"
"1153","2017-07-07","Mavericks","• Josh McRoberts• 2023 second round pick (?-?)• $5.1M cash","• A.J. Hammons","trade with Heat"
"1154","2017-07-07","Pistons","• Avery Bradley• 2019 second round pick (?-?)","• Marcus Morris","trade with Celtics"
"1155","2017-07-13","Nets","• DeMarre Carroll• draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick) (2018 #29-Dzanan Musa)• 2018 second round pick (less favorable of Lakers, Magic picks) (#40-Rodions Kurucs)","• Justin Hamilton (b)","trade with Raptors"
"1156","2017-07-13","Raptors","• Justin Hamilton (b)","• DeMarre Carroll• draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick) (2018 #29-Dzanan Musa)• 2018 second round pick (less favorable of Lakers, Magic picks) (#40-Rodions Kurucs)","trade with Nets"
"1157","2017-07-14","Pacers","• Cory Joseph","• rights to Emir Preldzic","trade with Raptors"
"1158","2017-07-14","Raptors","• rights to Emir Preldzic","• Cory Joseph","trade with Pacers"
"1159","2017-07-25","Blazers","• Andrew Nicholson","• Allen Crabbe","trade with Nets"
"1160","2017-07-25","Nets","• Allen Crabbe","• Andrew Nicholson","trade with Blazers"
"1161","2017-08-22","Cavaliers","• Isaiah Thomas• Jae Crowder• Ante Zizic• 2018 first round pick (#8-Collin Sexton)• 2020 second round pick (?-?)","• Kyrie Irving","trade with Celtics"
"1162","2017-08-22","Celtics","• Kyrie Irving","• Isaiah Thomas• Jae Crowder• Ante Zizic• 2018 first round pick (#8-Collin Sexton)• 2020 second round pick (?-?)","trade with Cavaliers"
"1163","2017-09-01","Bulls","• Quincy Pondexter• 2018 second round pick (#51-Tony Carr)• cash","• rights to Ater Majok","trade with Pelicans"
"1164","2017-09-01","Pelicans","• rights to Ater Majok","• Quincy Pondexter• 2018 second round pick (#51-Tony Carr)• cash","trade with Bulls"
"1165","2017-09-22","Grizzlies","• 2018 second round pick (protected top 55) (not exercised)","• Troy Daniels• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","trade with Suns"
"1166","2017-09-22","Suns","• Troy Daniels• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","• 2018 second round pick (protected top 55) (not exercised)","trade with Grizzlies"
"1167","2017-09-25","Knicks","• Doug McDermott• Enes Kanter• 2018 second round pick (#36-Mitchell Robinson)","• Carmelo Anthony","trade with Thunder"
"1168","2017-09-25","Thunder","• Carmelo Anthony","• Doug McDermott• Enes Kanter• 2018 second round pick (#36-Mitchell Robinson)","trade with Knicks"
"1169","2017-09-25","Clippers","• 2018 second round pick (protected top 55) (not exercised)","• DeAndre Liggins• cash","trade with Hawks"
"1170","2017-09-25","Hawks","• DeAndre Liggins• cash","• 2018 second round pick (protected top 55) (not exercised)","trade with Clippers"
"1171","2017-10-14","Cavaliers","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","trade with Hawks"
"1172","2017-10-14","Hawks","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","trade with Cavaliers"
"1173","2017-11-07","Bucks","• Eric Bledsoe","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","trade with Suns"
"1174","2017-11-07","Suns","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","• Eric Bledsoe","trade with Bucks"
"1175","2017-12-07","76ers","• Trevor Booker","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","trade with Nets"
"1176","2017-12-07","Nets","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","• Trevor Booker","trade with 76ers"
"1177","2018-01-29","Clippers","• Tobias Harris• Avery Bradley• Boban Marjanovic• first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges)• 2019 second round pick (less favorable of (a) Blazers pick and (b) most favorable of Cavaliers, Magic, Rockets pick) (?-?)","• Blake Griffin• Brice Johnson• Willie Reed","trade with Pistons"
"1178","2018-01-29","Pistons","• Blake Griffin• Brice Johnson• Willie Reed","• Tobias Harris• Avery Bradley• Boban Marjanovic• first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges)• 2019 second round pick (less favorable of (a) Blazers pick and (b) most favorable of Cavaliers, Magic, Rockets pick) (?-?)","trade with Clippers"
"1179","2018-02-01","Bulls","• Omer Asik• Tony Allen• Jameer Nelson• first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","• Nikola Mirotic• 2018 second round pick (#51-Tony Carr)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","trade with Pelicans"
"1180","2018-02-01","Pelicans","• Nikola Mirotic• 2018 second round pick (#51-Tony Carr)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","• Omer Asik• Tony Allen• Jameer Nelson• first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","trade with Bulls"
"1181","2018-02-05","Bucks","• Tyler Zeller","• Rashad Vaughn• second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo)","trade with Nets"
"1182","2018-02-05","Nets","• Rashad Vaughn• second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo)","• Tyler Zeller","trade with Bucks"
"1183","2018-02-07","Hornets","• Guillermo Hernangomez / Willy Hernangomez","• Johnny O'Bryant III• 2020 second round pick (?-?)• 2021 second round pick (?-?)","trade with Knicks"
"1184","2018-02-07","Knicks","• Johnny O'Bryant III• 2020 second round pick (?-?)• 2021 second round pick (?-?)","• Guillermo Hernangomez / Willy Hernangomez","trade with Hornets"
"1185","2018-02-08","Blazers","• rights to Milovan Rakovic","• Noah Vonleh• cash","trade with Bulls"
"1186","2018-02-08","Bulls","• Noah Vonleh• cash","• rights to Milovan Rakovic","trade with Blazers"
"1187","2018-02-08","Cavaliers","• 2024 second round pick (protected top 55) (?-?)","• Dwyane Wade","trade with Heat"
"1188","2018-02-08","Cavaliers","• Jordan Clarkson• Larry Nance Jr.","• Isaiah Thomas• Channing Frye• draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner)","trade with Lakers"
"1189","2018-02-08","Heat","• Dwyane Wade","• 2024 second round pick (protected top 55) (?-?)","trade with Cavaliers"
"1190","2018-02-08","Lakers","• Isaiah Thomas• Channing Frye• draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner)","• Jordan Clarkson• Larry Nance Jr.","trade with Cavaliers"
"1191","2018-02-08","Magic","• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","• Elfrid Payton","trade with Suns"
"1192","2018-02-08","Nets","• Dante Cunningham","• Rashad Vaughn","trade with Pelicans"
"1193","2018-02-08","Pelicans","• Rashad Vaughn","• Dante Cunningham","trade with Nets"
"1194","2018-02-08","Suns","• Elfrid Payton","• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","trade with Magic"
"1195","2018-02-08","Bulls","• Willie Reed• Bulls option to swap 2022 second round picks with Pistons (?-?)","• Jameer Nelson• Bulls option to swap 2022 second round picks with Pistons (?-?)","trade with Pistons"
"1196","2018-02-08","Cavaliers","• George Hill• Rodney Hood• rights to Arturas Gudaitis• Jazz option to swap 2024 second round picks with Cavaliers (?-?)","• Derrick Rose• Jae Crowder• Iman Shumpert• rights to Dimitrios Agravanis• 2020 second round pick (?-?)• Jazz option to swap 2024 second round picks with Cavaliers (?-?)• $2.1M cash","3-team trade with Jazz, Kings"
"1197","2018-02-08","Grizzlies","• Brice Johnson• 2022 second round pick (less favorable of Bulls, Pistons picks) (?-?)","• James Ennis","trade with Pistons"
"1198","2018-02-08","Hawks","• Okaro White","• Luke Babbitt","trade with Heat"
"1199","2018-02-08","Hawks","• Sheldon McClellan / Sheldon Mac• cash","• 2019 second round pick (protected top 55) (?-?)","trade with Wizards"
"1200","2018-02-08","Heat","• Luke Babbitt","• Okaro White","trade with Hawks"
"1201","2018-02-08","Jazz","• Derrick Rose• Jae Crowder• Jazz option to swap 2024 second round picks with Cavaliers (?-?)","• Rodney Hood• Joe Johnson• Jazz option to swap 2024 second round picks with Cavaliers (?-?)• $1.1M cash","3-team trade with Cavaliers, Kings"
"1202","2018-02-08","Kings","• Bruno Caboclo","• Malachi Richardson","trade with Raptors"
"1203","2018-02-08","Kings","• Joe Johnson• Iman Shumpert• rights to Dimitrios Agravanis• 2020 second round pick (from Cavaliers) (?-?)• $2.1M cash (from Cavaliers)• $1.1M cash (from Jazz)","• George Hill• rights to Arturas Gudaitis","3-team trade with Cavaliers, Jazz"
"1204","2018-02-08","Pistons","• Jameer Nelson• Bulls option to swap 2022 second round picks with Pistons (?-?)","• Willie Reed• Bulls option to swap 2022 second round picks with Pistons (?-?)","trade with Bulls"
"1205","2018-02-08","Pistons","• James Ennis","• Brice Johnson• 2022 second round pick (less favorable of Bulls, Pistons picks) (?-?)","trade with Grizzlies"
